Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
197,TRUCKCOMM,Commercial Truck Parking,"Section 16.24.330 (K) (6) - Trucks: On any residential property containing a single-family or two-family home, no truck with a maximum axle-load capacity of mre than one and one-half tons shall be stored or parked anywhere on the property.",CAAH_TRUCK,"['Commercial', 'Truck', 'Parking']","['Section', '16.24.330', '(', 'K', ')', '(', '6', ')', '-', 'Trucks', ':', 'On', 'any', 'residential', 'property', 'containing', 'a', 'single-family', 'or', 'two-family', 'home', ',', 'no', 'truck', 'with', 'a', 'maximum', 'axle-load', 'capacity', 'of', 'mre', 'than', 'one', 'and', 'one-half', 'tons', 'shall', 'be', 'stored', 'or', 'parked', 'anywhere', 'on', 'the', 'property', '.']"
198,USENOTPERM,Use Not Permitted,Section 17.08.030 – Use Not Permitted: The use of the property is not in compliance with the applicable provisions of the Metro Zoning Ordinance. -,CAAZ_USE_NOT_PERMIT,"['Use', 'Not', 'Permitted']","['Section', '17.08.030', '–', 'Use', 'Not', 'Permitted', ':', 'The', 'use', 'of', 'the', 'property', 'is', 'not', 'in', 'compliance', 'with', 'the', 'applicable', 'provisions', 'of', 'the', 'Metro', 'Zoning', 'Ordinance', '.', '-']"
199,VACANTBLD,Vacant Buildings,"Section 16.24.320 – Vacant Buildings and Structures: All vacant buildings, structures, and the premises thereof, shall be maintained in a safe, clean, and sanitary condition as provided herein so as not to cause blight and or otherwise adversely affect the public health, safety, or welfare. ",CAAH_VACANT_BLDINGS,"['Vacant', 'Buildings']","['Section', '16.24.320', '–', 'Vacant', 'Buildings', 'and', 'Structures', ':', 'All', 'vacant', 'buildings', ',', 'structures', ',', 'and', 'the', 'premises', 'thereof', ',', 'shall', 'be', 'maintained', 'in', 'a', 'safe', ',', 'clean', ',', 'and', 'sanitary', 'condition', 'as', 'provided', 'herein', 'so', 'as', 'not', 'to', 'cause', 'blight', 'and', 'or', 'otherwise', 'adversely', 'affect', 'the', 'public', 'health', ',', 'safety', ',', 'or', 'welfare', '.']"
200,VENTBATH,Ventilation – Bathrooms and Toilet Rooms,"Section 16.24.390 (B) - Ventilation (Bathrooms) Every bathroom and toilet room shall comply with the ventilation requirements for habitable spaces as required above, except that a window shall not be required in such spaces equipped with a mechanical ventilation system of sufficient capacity to provide at least one complete air change each six minutes. Air exhausted by a mechanical ventilation system from a bathroom or toilet room shall discharge to the outdoors and shall not be re-circulated.",CAAH_VENT_BATH,"['Ventilation', '–', 'Bathrooms', 'and', 'Toilet', 'Rooms']","['Section', '16.24.390', '(', 'B', ')', '-', 'Ventilation', '(', 'Bathrooms', ')', 'Every', 'bathroom', 'and', 'toilet', 'room', 'shall', 'comply', 'with', 'the', 'ventilation', 'requirements', 'for', 'habitable', 'spaces', 'as', 'required', 'above', ',', 'except', 'that', 'a', 'window', 'shall', 'not', 'be', 'required', 'in', 'such', 'spaces', 'equipped', 'with', 'a', 'mechanical', 'ventilation', 'system', 'of', 'sufficient', 'capacity', 'to', 'provide', 'at', 'least', 'one', 'complete', 'air', 'change', 'each', 'six', 'minutes', '.', 'Air', 'exhausted', 'by', 'a', 'mechanical', 'ventilation', 'system', 'from', 'a', 'bathroom', 'or', 'toilet', 'room', 'shall', 'discharge', 'to', 'the', 'outdoors', 'and', 'shall', 'not', 'be', 're-circulated', '.']"
201,VENTCOOK,Ventilation – Cooking Facilities,"Section 16.24.390 (C) - Ventilation (Cooking Facilities) Unless approved through the certificate of occupancy, cooking shall not be permitted in any rooming unit or dormitory unit, and a cooking facility or appliance shall not be permitted to be present in a rooming unit or dormitory unit.",CAAH_VENT_COOKFAC,"['Ventilation', '–', 'Cooking', 'Facilities']","['Section', '16.24.390', '(', 'C', ')', '-', 'Ventilation', '(', 'Cooking', 'Facilities', ')', 'Unless', 'approved', 'through', 'the', 'certificate', 'of', 'occupancy', ',', 'cooking', 'shall', 'not', 'be', 'permitted', 'in', 'any', 'rooming', 'unit', 'or', 'dormitory', 'unit', ',', 'and', 'a', 'cooking', 'facility', 'or', 'appliance', 'shall', 'not', 'be', 'permitted', 'to', 'be', 'present', 'in', 'a', 'rooming', 'unit', 'or', 'dormitory', 'unit', '.']"
202,VENTDRYER,Ventilation – Clothes Dryer Exhaust ,Section 16.24.390 (E) - Ventilation (Clothes Dryer Exhaust) Systems to manage exhaust from clothes dryers shall be independent of all other systems and shall be installed in accordance with the manufacturer's instructions.,CAAH_VENT_DRYER,"['Ventilation', '–', 'Clothes', 'Dryer', 'Exhaust']","['Section', '16.24.390', '(', 'E', ')', '-', 'Ventilation', '(', 'Clothes', 'Dryer', 'Exhaust', ')', 'Systems', 'to', 'manage', 'exhaust', 'from', 'clothes', 'dryers', 'shall', 'be', 'independent', 'of', 'all', 'other', 'systems', 'and', 'shall', 'be', 'installed', 'in', 'accordance', 'with', 'the', 'manufacturer', ""'s"", 'instructions', '.']"
203,VENTHAB,Ventilation – Habitable Spaces,"Section 16.24.390 (A) - Ventilation (Habitable Spaces) In dwelling units, every habitable space shall have at least one openable window. The total openable area of the window in every room shall be equal to at least forty-five percent of the minimum glazed area required in Section 16.24.380.",CAAH_VENT_HABSPC,"['Ventilation', '–', 'Habitable', 'Spaces']","['Section', '16.24.390', '(', 'A', ')', '-', 'Ventilation', '(', 'Habitable', 'Spaces', ')', 'In', 'dwelling', 'units', ',', 'every', 'habitable', 'space', 'shall', 'have', 'at', 'least', 'one', 'openable', 'window', '.', 'The', 'total', 'openable', 'area', 'of', 'the', 'window', 'in', 'every', 'room', 'shall', 'be', 'equal', 'to', 'at', 'least', 'forty-five', 'percent', 'of', 'the', 'minimum', 'glazed', 'area', 'required', 'in', 'Section', '16.24.380', '.']"
204,VENTPROC,Ventilation – Process Ventilation,"Section 16.24.390 (D) - Ventilation (Process) Where injurious, toxic, irritating or noxious fumes, gases, dusts, or mists are generated, a local exhaust ventilation system shall be provided to remove the contaminating agent at the source. Air shall be exhausted to the exterior and not be re-circulated to any interior space.",CAAH_VENT_PROC,"['Ventilation', '–', 'Process', 'Ventilation']","['Section', '16.24.390', '(', 'D', ')', '-', 'Ventilation', '(', 'Process', ')', 'Where', 'injurious', ',', 'toxic', ',', 'irritating', 'or', 'noxious', 'fumes', ',', 'gases', ',', 'dusts', ',', 'or', 'mists', 'are', 'generated', ',', 'a', 'local', 'exhaust', 'ventilation', 'system', 'shall', 'be', 'provided', 'to', 'remove', 'the', 'contaminating', 'agent', 'at', 'the', 'source', '.', 'Air', 'shall', 'be', 'exhausted', 'to', 'the', 'exterior', 'and', 'not', 'be', 're-circulated', 'to', 'any', 'interior', 'space', '.']"
205,WATERCON,Water System – Contamination ,"Section 16.24.440 (B) - Water System (Contamination) The water supply shall be maintained free from contamination and all water inlets for plumbing fixtures shall be located above the flood-level rim of the fixture. Shampoo basin faucets, janitor sink faucets, and other hose bibs or faucets to which hoses are attached and left in place shall be protected by an approved atmospheric-type vacuum breaker or an approved permanently attached hose connection vacuum breaker.",CAAP_WATER_CONTAM,"['Water', 'System', '–', 'Contamination']","['Section', '16.24.440', '(', 'B', ')', '-', 'Water', 'System', '(', 'Contamination', ')', 'The', 'water', 'supply', 'shall', 'be', 'maintained', 'free', 'from', 'contamination', 'and', 'all', 'water', 'inlets', 'for', 'plumbing', 'fixtures', 'shall', 'be', 'located', 'above', 'the', 'flood-level', 'rim', 'of', 'the', 'fixture', '.', 'Shampoo', 'basin', 'faucets', ',', 'janitor', 'sink', 'faucets', ',', 'and', 'other', 'hose', 'bibs', 'or', 'faucets', 'to', 'which', 'hoses', 'are', 'attached', 'and', 'left', 'in', 'place', 'shall', 'be', 'protected', 'by', 'an', 'approved', 'atmospheric-type', 'vacuum', 'breaker', 'or', 'an', 'approved', 'permanently', 'attached', 'hose', 'connection', 'vacuum', 'breaker', '.']"
206,WATERGEN,Water System – General,"Section 16.24.440 (A) - Water System (General) Every sink, lavatory, bathtub or shower, drinking fountain, water closet, or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system. All kitchen sinks, lavatories, laundry facilities, bathtubs, and showers shall be supplied with hot or tempered and cold running water in accordance with the plumbing code.",CAAP_WATER_GEN,"['Water', 'System', '–', 'General']","['Section', '16.24.440', '(', 'A', ')', '-', 'Water', 'System', '(', 'General', ')', 'Every', 'sink', ',', 'lavatory', ',', 'bathtub', 'or', 'shower', ',', 'drinking', 'fountain', ',', 'water', 'closet', ',', 'or', 'other', 'plumbing', 'fixture', 'shall', 'be', 'properly', 'connected', 'to', 'either', 'a', 'public', 'water', 'system', 'or', 'to', 'an', 'approved', 'private', 'water', 'system', '.', 'All', 'kitchen', 'sinks', ',', 'lavatories', ',', 'laundry', 'facilities', ',', 'bathtubs', ',', 'and', 'showers', 'shall', 'be', 'supplied', 'with', 'hot', 'or', 'tempered', 'and', 'cold', 'running', 'water', 'in', 'accordance', 'with', 'the', 'plumbing', 'code', '.']"
207,WATERSUP,Water – Supply,"Section 16.24.440 (C) - Water (Supply) The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely, and free from defects and leaks.",CAAP_WATER_SUPPLY,"['Water', '–', 'Supply']","['Section', '16.24.440', '(', 'C', ')', '-', 'Water', '(', 'Supply', ')', 'The', 'water', 'supply', 'system', 'shall', 'be', 'installed', 'and', 'maintained', 'to', 'provide', 'a', 'supply', 'of', 'water', 'to', 'plumbing', 'fixtures', ',', 'devices', ',', 'and', 'appurtenances', 'in', 'sufficient', 'volume', 'and', 'at', 'pressures', 'adequate', 'to', 'enable', 'the', 'fixtures', 'to', 'function', 'properly', ',', 'safely', ',', 'and', 'free', 'from', 'defects', 'and', 'leaks', '.']"
208,WATERWTRHT,Water – Water Heating Facilities,"Section 16.24.440 (D) - Water (Heating) Water heating facilities shall be properly installed and maintained, and shall provide an adequate amount of water to be drawn at every required sink, lavatory, bathtub, shower, and laundry facility at a temperature of not less than one hundred twenty degrees Fahrenheit. A gas-burning water heater shall not be located in any bathroom, toilet room, bedroom, or other occupied room normally kept closed, unless adequate combustion air is provided. An approved combination temperature and pressure-relief valve and relief valve discharge pipe shall be properly installed and maintained on water heaters.",CAAP_WATER_WTRHEAT,"['Water', '–', 'Water', 'Heating', 'Facilities']","['Section', '16.24.440', '(', 'D', ')', '-', 'Water', '(', 'Heating', ')', 'Water', 'heating', 'facilities', 'shall', 'be', 'properly', 'installed', 'and', 'maintained', ',', 'and', 'shall', 'provide', 'an', 'adequate', 'amount', 'of', 'water', 'to', 'be', 'drawn', 'at', 'every', 'required', 'sink', ',', 'lavatory', ',', 'bathtub', ',', 'shower', ',', 'and', 'laundry', 'facility', 'at', 'a', 'temperature', 'of', 'not', 'less', 'than', 'one', 'hundred', 'twenty', 'degrees', 'Fahrenheit', '.', 'A', 'gas-burning', 'water', 'heater', 'shall', 'not', 'be', 'located', 'in', 'any', 'bathroom', ',', 'toilet', 'room', ',', 'bedroom', ',', 'or', 'other', 'occupied', 'room', 'normally', 'kept', 'closed', ',', 'unless', 'adequate', 'combustion', 'air', 'is', 'provided', '.', 'An', 'approved', 'combination', 'temperature', 'and', 'pressure-relief', 'valve', 'and', 'relief', 'valve', 'discharge', 'pipe', 'shall', 'be', 'properly', 'installed', 'and', 'maintained', 'on', 'water', 'heaters', '.']"
214,CAAA_ACCESSORY_STUCT,ACCESSORY STRUCTURES,"Section 16.24.330 - Accessory Structures: All accessory structures, including detached garages, fences and walls, shall be maintained structurally sound, in good repair, and in an otherwise safe, clean and sanitary condition.",,"['ACCESSORY', 'STRUCTURES']","['Section', '16.24.330', '-', 'Accessory', 'Structures', ':', 'All', 'accessory', 'structures', ',', 'including', 'detached', 'garages', ',', 'fences', 'and', 'walls', ',', 'shall', 'be', 'maintained', 'structurally', 'sound', ',', 'in', 'good', 'repair', ',', 'and', 'in', 'an', 'otherwise', 'safe', ',', 'clean', 'and', 'sanitary', 'condition', '.']"
216,CAAA_DUMPSTER,HOURS OF COLLECTION & DUMPSTER REQUIRE,Section 10.20.330 – Dumpsters – Hours of Collection: No person shall empty container between the hours of 11 p.m. and 7 a.m. when the containers are located within 600 feet of any residential structure.,,"['HOURS', 'OF', 'COLLECTION', '&', 'DUMPSTER', 'REQUIRE']","['Section', '10.20.330', '–', 'Dumpsters', '–', 'Hours', 'of', 'Collection', ':', 'No', 'person', 'shall', 'empty', 'container', 'between', 'the', 'hours', 'of', '11', 'p.m.', 'and', '7', 'a.m.', 'when', 'the', 'containers', 'are', 'located', 'within', '600', 'feet', 'of', 'any', 'residential', 'structure', '.']"
217,CAAA_EXHAUST_FAN,EXHAUST FAN DISCHARGE,"Section 16.24.330 - Exhaust Fans:  Exhaust fans or blowers, etc. shall not discharge directly upon adjacent property.",,"['EXHAUST', 'FAN', 'DISCHARGE']","['Section', '16.24.330', '-', 'Exhaust', 'Fans', ':', 'Exhaust', 'fans', 'or', 'blowers', ',', 'etc', '.', 'shall', 'not', 'discharge', 'directly', 'upon', 'adjacent', 'property', '.']"
218,CAAA_EXTERIOR_REPAIR,EXTERIOR REPAIR,Section 16.24.340 - Exterior Repair: The exterior of all buildings shall be maintained in good repair.,,"['EXTERIOR', 'REPAIR']","['Section', '16.24.340', '-', 'Exterior', 'Repair', ':', 'The', 'exterior', 'of', 'all', 'buildings', 'shall', 'be', 'maintained', 'in', 'good', 'repair', '.']"
219,CAAA_FAILURE_SECURE,FAILURE TO SECURE,Section 16.24.320 - Failure to Secure.,,"['FAILURE', 'TO', 'SECURE']","['Section', '16.24.320', '-', 'Failure', 'to', 'Secure', '.']"
220,CAAA_FENCE_MATERIAL,FENCE MATERIAL,"Section 16.04.200 - Fence Materials:  Expressly prohibited, electric fences, barbed wire below six feet or fences erected with barbs or sharp projections on top unless erected to contain livestock or under other certain conditions wherein a zoning permit has been issued.",,"['FENCE', 'MATERIAL']","['Section', '16.04.200', '-', 'Fence', 'Materials', ':', 'Expressly', 'prohibited', ',', 'electric', 'fences', ',', 'barbed', 'wire', 'below', 'six', 'feet', 'or', 'fences', 'erected', 'with', 'barbs', 'or', 'sharp', 'projections', 'on', 'top', 'unless', 'erected', 'to', 'contain', 'livestock', 'or', 'under', 'other', 'certain', 'conditions', 'wherein', 'a', 'zoning', 'permit', 'has', 'been', 'issued', '.']"
221,CAAA_GATE_MAINT,GATE MAINTENANCE,Section 16.24.330 - Gates:  Shall be maintained such that the gate will positively close and latch if required to be self-closing.,,"['GATE', 'MAINTENANCE']","['Section', '16.24.330', '-', 'Gates', ':', 'Shall', 'be', 'maintained', 'such', 'that', 'the', 'gate', 'will', 'positively', 'close', 'and', 'latch', 'if', 'required', 'to', 'be', 'self-closing', '.']"
222,CAAA_GRAFFITI,GRAFFITI,"Section 16.24.340 - Graffiti: It shall be the duty of the owner of the building, structure and or real property on which the building or structure that has been defaced to restore said surface to an approved state of maintenance and repair.",,['GRAFFITI'],"['Section', '16.24.340', '-', 'Graffiti', ':', 'It', 'shall', 'be', 'the', 'duty', 'of', 'the', 'owner', 'of', 'the', 'building', ',', 'structure', 'and', 'or', 'real', 'property', 'on', 'which', 'the', 'building', 'or', 'structure', 'that', 'has', 'been', 'defaced', 'to', 'restore', 'said', 'surface', 'to', 'an', 'approved', 'state', 'of', 'maintenance', 'and', 'repair', '.']"
223,CAAA_HIGH_WEEDS,HIGH WEEDS,"Section 16.24.330 - High Weeds: All premises shall be maintained free from weeds, grasses, plants & vegetation in excess of 12-inches other than ornamental grasses.",,"['HIGH', 'WEEDS']","['Section', '16.24.330', '-', 'High', 'Weeds', ':', 'All', 'premises', 'shall', 'be', 'maintained', 'free', 'from', 'weeds', ',', 'grasses', ',', 'plants', '&', 'vegetation', 'in', 'excess', 'of', '12-inches', 'other', 'than', 'ornamental', 'grasses', '.']"
224,CAAA_IMV_ACCUM,UNLIC / INOP / ACCUMULATION MTR VEHICLES,"Section 16.24.330 - Accumulation of Motor Vehicles: The parking, storage or accumulation of an inoperable, unregistered motor vehicle or a vehicle in a state of major disrepair on private property on any premises is prohibited.",,"['UNLIC', '/', 'INOP', '/', 'ACCUMULATION', 'MTR', 'VEHICLES']","['Section', '16.24.330', '-', 'Accumulation', 'of', 'Motor', 'Vehicles', ':', 'The', 'parking', ',', 'storage', 'or', 'accumulation', 'of', 'an', 'inoperable', ',', 'unregistered', 'motor', 'vehicle', 'or', 'a', 'vehicle', 'in', 'a', 'state', 'of', 'major', 'disrepair', 'on', 'private', 'property', 'on', 'any', 'premises', 'is', 'prohibited', '.']"
225,CAAA_INTERIOR_REPAIR,INTERIOR REPAIR,"Section 16.24.350 - The interior of a building or structure and any equipment therein shall be maintained in good repair, structurally sound, and in a clean and sanitary condition.",,"['INTERIOR', 'REPAIR']","['Section', '16.24.350', '-', 'The', 'interior', 'of', 'a', 'building', 'or', 'structure', 'and', 'any', 'equipment', 'therein', 'shall', 'be', 'maintained', 'in', 'good', 'repair', ',', 'structurally', 'sound', ',', 'and', 'in', 'a', 'clean', 'and', 'sanitary', 'condition', '.']"
227,CAAA_OPEN_STORAGE,"OPEN STORAGE, JUNK, TRASH, DEBRIS","Section 16.24.330 - Open Storage:  It is unlawful to store in the open area of the yard or structure,  trash, rubbish, furniture, appliances, automobile parts, including dead trees, weeds and garbage, etc (Junk, Trash and Debris).",,"['OPEN', 'STORAGE', ',', 'JUNK', ',', 'TRASH', ',', 'DEBRIS']","['Section', '16.24.330', '-', 'Open', 'Storage', ':', 'It', 'is', 'unlawful', 'to', 'store', 'in', 'the', 'open', 'area', 'of', 'the', 'yard', 'or', 'structure', ',', 'trash', ',', 'rubbish', ',', 'furniture', ',', 'appliances', ',', 'automobile', 'parts', ',', 'including', 'dead', 'trees', ',', 'weeds', 'and', 'garbage', ',', 'etc', '(', 'Junk', ',', 'Trash', 'and', 'Debris', ')', '.']"
228,CAAA_PARK_ON_GRASS,PARKING ON GRASS,"Section 16.24.330 - Parking on Grass: Parking or storing motor vehicles on the grass is prohibited.  Vehicles must be parked on a paved or graveled area, other than a sidewalk.  This shall not be applicable to any vehicle for which a valid disabled driver license plate or placard has been issued and is visibly displayed on or in the vehicle.",,"['PARKING', 'ON', 'GRASS']","['Section', '16.24.330', '-', 'Parking', 'on', 'Grass', ':', 'Parking', 'or', 'storing', 'motor', 'vehicles', 'on', 'the', 'grass', 'is', 'prohibited', '.', 'Vehicles', 'must', 'be', 'parked', 'on', 'a', 'paved', 'or', 'graveled', 'area', ',', 'other', 'than', 'a', 'sidewalk', '.', 'This', 'shall', 'not', 'be', 'applicable', 'to', 'any', 'vehicle', 'for', 'which', 'a', 'valid', 'disabled', 'driver', 'license', 'plate', 'or', 'placard', 'has', 'been', 'issued', 'and', 'is', 'visibly', 'displayed', 'on', 'or', 'in', 'the', 'vehicle', '.']"
229,CAAA_PARKING_25%,PARKING AREA EXCEEDS 25%,Section 16.24.330 - Parking area for residential property shall not exceed 25% of the total lot area.,,"['PARKING', 'AREA', 'EXCEEDS', '25', '%']","['Section', '16.24.330', '-', 'Parking', 'area', 'for', 'residential', 'property', 'shall', 'not', 'exceed', '25', '%', 'of', 'the', 'total', 'lot', 'area', '.']"
230,CAAA_PREMIS_ID_COMER,ADDRESS ID COMMERCIAL,Section 16.24.340 - Address Identification - Non-Residential:  All buildings and structures shall have approved address numbers at least 6-inches in size in a position to be plainly visible and legible from the street or road fronting the premises.,,"['ADDRESS', 'ID', 'COMMERCIAL']","['Section', '16.24.340', '-', 'Address', 'Identification', '-', 'Non-Residential', ':', 'All', 'buildings', 'and', 'structures', 'shall', 'have', 'approved', 'address', 'numbers', 'at', 'least', '6-inches', 'in', 'size', 'in', 'a', 'position', 'to', 'be', 'plainly', 'visible', 'and', 'legible', 'from', 'the', 'street', 'or', 'road', 'fronting', 'the', 'premises', '.']"
231,CAAA_PREMIS_ID_MLTFM,ADDRESS ID MULTI FAMILY,Section 16.24.340 - Address Identification - Multi-Family:  All buildings and structures shall have approved address numbers at least 6-inches in size in a position to be plainly visible and legible from the street or road fronting the premises.  Individual units must have identifying numbers at least 3-inches in height on or at the doors of each unit.,,"['ADDRESS', 'ID', 'MULTI', 'FAMILY']","['Section', '16.24.340', '-', 'Address', 'Identification', '-', 'Multi-Family', ':', 'All', 'buildings', 'and', 'structures', 'shall', 'have', 'approved', 'address', 'numbers', 'at', 'least', '6-inches', 'in', 'size', 'in', 'a', 'position', 'to', 'be', 'plainly', 'visible', 'and', 'legible', 'from', 'the', 'street', 'or', 'road', 'fronting', 'the', 'premises', '.', 'Individual', 'units', 'must', 'have', 'identifying', 'numbers', 'at', 'least', '3-inches', 'in', 'height', 'on', 'or', 'at', 'the', 'doors', 'of', 'each', 'unit', '.']"
232,CAAA_PREMIS_ID_RES,ADDRESS ID RESIDENTIAL,Section 16.24.340 - Address Identification - Residential:  All buildings and structures shall have approved address numbers at least 3-inches in size posted on residence or mailbox.,,"['ADDRESS', 'ID', 'RESIDENTIAL']","['Section', '16.24.340', '-', 'Address', 'Identification', '-', 'Residential', ':', 'All', 'buildings', 'and', 'structures', 'shall', 'have', 'approved', 'address', 'numbers', 'at', 'least', '3-inches', 'in', 'size', 'posted', 'on', 'residence', 'or', 'mailbox', '.']"
233,CAAA_RODENT_INFESTA,RODENT INFESTATION,Section 16.24.330 - Rodent Harborage: All structures shall be kept free from rodent infestation.,,"['RODENT', 'INFESTATION']","['Section', '16.24.330', '-', 'Rodent', 'Harborage', ':', 'All', 'structures', 'shall', 'be', 'kept', 'free', 'from', 'rodent', 'infestation', '.']"
234,CAAA_SIDEWLK_DRIVEWA,SIDEWALK AND DRIVEWAY MAINT,"Section 16.24.330 - Sidewalks & Driveways: Shall be kept in a proper state of repair, safe, clean & sanitary.",,"['SIDEWALK', 'AND', 'DRIVEWAY', 'MAINT']","['Section', '16.24.330', '-', 'Sidewalks', '&', 'Driveways', ':', 'Shall', 'be', 'kept', 'in', 'a', 'proper', 'state', 'of', 'repair', ',', 'safe', ',', 'clean', '&', 'sanitary', '.']"
235,CAAA_SWIMMING_POOLS,SWIMMING POOLS,"Section 16.24.330 - Swimming Pools:  Shall be maintained in a safe, clean, sanitary and in good repair.",,"['SWIMMING', 'POOLS']","['Section', '16.24.330', '-', 'Swimming', 'Pools', ':', 'Shall', 'be', 'maintained', 'in', 'a', 'safe', ',', 'clean', ',', 'sanitary', 'and', 'in', 'good', 'repair', '.']"
237,CAAB_BLDG_PERMIT,BUILDING PERMIT REQUIRED,"Section 16.28.010 - Building Permit Required: A permit must be obtained by every person desiring to construct, alter, repair, enlarge, move or demolish any building or structure or part thereof.",,"['BUILDING', 'PERMIT', 'REQUIRED']","['Section', '16.28.010', '-', 'Building', 'Permit', 'Required', ':', 'A', 'permit', 'must', 'be', 'obtained', 'by', 'every', 'person', 'desiring', 'to', 'construct', ',', 'alter', ',', 'repair', ',', 'enlarge', ',', 'move', 'or', 'demolish', 'any', 'building', 'or', 'structure', 'or', 'part', 'thereof', '.']"
238,CAAB_STOP_WORK,STOP WORK ORDER POSTED,"Section 16.04.110 – Violation of Stop Work Order: Upon notice…that work on any building or structure is being done contrary to the provisions of Chapters 16.04 and 16.28 through 16.56, or in a dangerous or unsafe manner, such work shall be immediately stopped.",,"['STOP', 'WORK', 'ORDER', 'POSTED']","['Section', '16.04.110', '–', 'Violation', 'of', 'Stop', 'Work', 'Order', ':', 'Upon', 'notice…that', 'work', 'on', 'any', 'building', 'or', 'structure', 'is', 'being', 'done', 'contrary', 'to', 'the', 'provisions', 'of', 'Chapters', '16.04', 'and', '16.28', 'through', '16.56', ',', 'or', 'in', 'a', 'dangerous', 'or', 'unsafe', 'manner', ',', 'such', 'work', 'shall', 'be', 'immediately', 'stopped', '.']"
239,CAAB_TEMP_EXPIR,TEMPORARY U&O EXPIRED,Section 17.04.100 - No Use and Occupancy Issued: Failure to obtain a Final Use & Occupancy Inspection upon the expiration of the Temporary U & O.,,"['TEMPORARY', 'U', '&', 'O', 'EXPIRED']","['Section', '17.04.100', '-', 'No', 'Use', 'and', 'Occupancy', 'Issued', ':', 'Failure', 'to', 'obtain', 'a', 'Final', 'Use', '&', 'Occupancy', 'Inspection', 'upon', 'the', 'expiration', 'of', 'the', 'Temporary', 'U', '&', 'O', '.']"
240,CAAE_ELEC_EQ,ELECTRICAL EQUIPMENT,"Section 16.24.500 (A) - Electrical Equipment Installation: All  electrical equipment,  wiring, and  appliances shall be properly installed and maintained in a safe and approved manner.",,"['ELECTRICAL', 'EQUIPMENT']","['Section', '16.24.500', '(', 'A', ')', '-', 'Electrical', 'Equipment', 'Installation', ':', 'All', 'electrical', 'equipment', ',', 'wiring', ',', 'and', 'appliances', 'shall', 'be', 'properly', 'installed', 'and', 'maintained', 'in', 'a', 'safe', 'and', 'approved', 'manner', '.']"
241,CAAE_ELECEA_RECPT,ELECTRICAL RECEPTACLES,Section 16.24.500 (B) Receptacles: Every habitable space in a dwelling shall contain at least two separate and remote receptacle outlets.  Every laundry area shall contain at least one ground-type receptacle or a receptacle with a ground fault circuit interrupter.  Every bathroom shall contain at least one receptacle.  Any new bathroom receptacle outlet shall have ground fault circuit interrupter protection.,,"['ELECTRICAL', 'RECEPTACLES']","['Section', '16.24.500', '(', 'B', ')', 'Receptacles', ':', 'Every', 'habitable', 'space', 'in', 'a', 'dwelling', 'shall', 'contain', 'at', 'least', 'two', 'separate', 'and', 'remote', 'receptacle', 'outlets', '.', 'Every', 'laundry', 'area', 'shall', 'contain', 'at', 'least', 'one', 'ground-type', 'receptacle', 'or', 'a', 'receptacle', 'with', 'a', 'ground', 'fault', 'circuit', 'interrupter', '.', 'Every', 'bathroom', 'shall', 'contain', 'at', 'least', 'one', 'receptacle', '.', 'Any', 'new', 'bathroom', 'receptacle', 'outlet', 'shall', 'have', 'ground', 'fault', 'circuit', 'interrupter', 'protection', '.']"
242,CAAE_ELECEQ_LIGHT,ELECTRICAL LIGHTING FIXTURES,"Section 16.24.500 (C) - Lighting Fixtures: Every  public hall,  interior stairway,  toilet room,  kitchen,  bathroom,  laundry room,  boiler room, and  furnace room shall contain at least one electric lighting fixture.",,"['ELECTRICAL', 'LIGHTING', 'FIXTURES']","['Section', '16.24.500', '(', 'C', ')', '-', 'Lighting', 'Fixtures', ':', 'Every', 'public', 'hall', ',', 'interior', 'stairway', ',', 'toilet', 'room', ',', 'kitchen', ',', 'bathroom', ',', 'laundry', 'room', ',', 'boiler', 'room', ',', 'and', 'furnace', 'room', 'shall', 'contain', 'at', 'least', 'one', 'electric', 'lighting', 'fixture', '.']"
243,CAAE_ELECFAC,ELECTRICAL FACILITIES REQUIRED,Section 16.24.490(A) - Electrical Facilities Required: Every occupied building or structure shall be provided with an electrical system in compliance with the requirements of this section and Section 16.24.530.,,"['ELECTRICAL', 'FACILITIES', 'REQUIRED']","['Section', '16.24.490', '(', 'A', ')', '-', 'Electrical', 'Facilities', 'Required', ':', 'Every', 'occupied', 'building', 'or', 'structure', 'shall', 'be', 'provided', 'with', 'an', 'electrical', 'system', 'in', 'compliance', 'with', 'the', 'requirements', 'of', 'this', 'section', 'and', 'Section', '16.24.530', '.']"
