Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
854,BT5755032B,Supplier coerce delivery,"T.C.A 57-5-503(2)(B): Coerce, or attempt to coerce, any wholesaler to accept delivery of any beer or other commodity which has not been ordered by the wholesaler or, if ordered, has been cancelled by the wholesaler in accordance with reasonable cancellation procedures of the supplier. A supplier may impose reasonable inventory requirements upon a wholesaler if the requirements are made in good faith and are generally applied to other wholesalers in Tennessee and adjoining states having an agreement with the supplier;",,"['Supplier', 'coerce', 'delivery']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'B', ')', ':', 'Coerce', ',', 'or', 'attempt', 'to', 'coerce', ',', 'any', 'wholesaler', 'to', 'accept', 'delivery', 'of', 'any', 'beer', 'or', 'other', 'commodity', 'which', 'has', 'not', 'been', 'ordered', 'by', 'the', 'wholesaler', 'or', ',', 'if', 'ordered', ',', 'has', 'been', 'cancelled', 'by', 'the', 'wholesaler', 'in', 'accordance', 'with', 'reasonable', 'cancellation', 'procedures', 'of', 'the', 'supplier', '.', 'A', 'supplier', 'may', 'impose', 'reasonable', 'inventory', 'requirements', 'upon', 'a', 'wholesaler', 'if', 'the', 'requirements', 'are', 'made', 'in', 'good', 'faith', 'and', 'are', 'generally', 'applied', 'to', 'other', 'wholesalers', 'in', 'Tennessee', 'and', 'adjoining', 'states', 'having', 'an', 'agreement', 'with', 'the', 'supplier', ';']"
855,BT5755032C,Supplier withhold delivery,T.C.A 57-5-503(2)(C): Withhold delivery of beer ordered by a wholesaler or change a wholesaler's quota of a brand or brands if the withholding or change is not made in good faith;,,"['Supplier', 'withhold', 'delivery']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'C', ')', ':', 'Withhold', 'delivery', 'of', 'beer', 'ordered', 'by', 'a', 'wholesaler', 'or', 'change', 'a', 'wholesaler', ""'s"", 'quota', 'of', 'a', 'brand', 'or', 'brands', 'if', 'the', 'withholding', 'or', 'change', 'is', 'not', 'made', 'in', 'good', 'faith', ';']"
856,BT5755032D,Supplier cannot require brand sales,"T.C.A 57-5-503(2)(D): Require a wholesaler to purchase one (1) or more brands of beer or other products in order for the wholesaler to purchase another brand or brands of beer for any reason. If a wholesaler has agreed to distribute a brand or brands before March 1, 1990, that wholesaler shall continue to distribute the brand or brands in conformance with this part;",,"['Supplier', 'can', 'not', 'require', 'brand', 'sales']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'D', ')', ':', 'Require', 'a', 'wholesaler', 'to', 'purchase', 'one', '(', '1', ')', 'or', 'more', 'brands', 'of', 'beer', 'or', 'other', 'products', 'in', 'order', 'for', 'the', 'wholesaler', 'to', 'purchase', 'another', 'brand', 'or', 'brands', 'of', 'beer', 'for', 'any', 'reason', '.', 'If', 'a', 'wholesaler', 'has', 'agreed', 'to', 'distribute', 'a', 'brand', 'or', 'brands', 'before', 'March', '1', ',', '1990', ',', 'that', 'wholesaler', 'shall', 'continue', 'to', 'distribute', 'the', 'brand', 'or', 'brands', 'in', 'conformance', 'with', 'this', 'part', ';']"
857,BT5755032E,Suppler require conditions or limits,"T.C.A 57-5-503(2)(E): Require a wholesaler to assent to any condition, stipulation or provision unreasonably limiting the wholesaler's right to sell a brand or brands of beer or other products of any other supplier;",,"['Suppler', 'require', 'conditions', 'or', 'limits']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'E', ')', ':', 'Require', 'a', 'wholesaler', 'to', 'assent', 'to', 'any', 'condition', ',', 'stipulation', 'or', 'provision', 'unreasonably', 'limiting', 'the', 'wholesaler', ""'s"", 'right', 'to', 'sell', 'a', 'brand', 'or', 'brands', 'of', 'beer', 'or', 'other', 'products', 'of', 'any', 'other', 'supplier', ';']"
858,BT5755032F,Suppler require financial information,"T.C.A 57-5-503(2)(F): Require a wholesaler to submit audited financial information, including, but not limited to, profit and loss statements, balance sheets, financial records or specific information regarding competitive brands, as a condition of renewal or continuation of an agreement;",,"['Suppler', 'require', 'financial', 'information']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'F', ')', ':', 'Require', 'a', 'wholesaler', 'to', 'submit', 'audited', 'financial', 'information', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'profit', 'and', 'loss', 'statements', ',', 'balance', 'sheets', ',', 'financial', 'records', 'or', 'specific', 'information', 'regarding', 'competitive', 'brands', ',', 'as', 'a', 'condition', 'of', 'renewal', 'or', 'continuation', 'of', 'an', 'agreement', ';']"
859,BT5755032G,Supplier require advertising,T.C.A 57-5-503(2)(G): Require a wholesaler by any means to participate directly in or contribute to any local or national advertising fund or purchase any merchandising material controlled either directly or indirectly by the supplier;,,"['Supplier', 'require', 'advertising']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'G', ')', ':', 'Require', 'a', 'wholesaler', 'by', 'any', 'means', 'to', 'participate', 'directly', 'in', 'or', 'contribute', 'to', 'any', 'local', 'or', 'national', 'advertising', 'fund', 'or', 'purchase', 'any', 'merchandising', 'material', 'controlled', 'either', 'directly', 'or', 'indirectly', 'by', 'the', 'supplier', ';']"
860,BT5755032H,Supplier require termination,"T.C.A 57-5-503(2)(H): Require a wholesaler to terminate the designation of an individual as a manager or successor manager without just cause. A supplier has just cause to require termination of the designation of an individual as a manager or successor manager only if the person designated by the wholesaler fails to meet reasonable standards and qualifications. In any action challenging such termination, the supplier shall have the burden of proving that such person fails to meet such standards and qualifications;",,"['Supplier', 'require', 'termination']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'H', ')', ':', 'Require', 'a', 'wholesaler', 'to', 'terminate', 'the', 'designation', 'of', 'an', 'individual', 'as', 'a', 'manager', 'or', 'successor', 'manager', 'without', 'just', 'cause', '.', 'A', 'supplier', 'has', 'just', 'cause', 'to', 'require', 'termination', 'of', 'the', 'designation', 'of', 'an', 'individual', 'as', 'a', 'manager', 'or', 'successor', 'manager', 'only', 'if', 'the', 'person', 'designated', 'by', 'the', 'wholesaler', 'fails', 'to', 'meet', 'reasonable', 'standards', 'and', 'qualifications', '.', 'In', 'any', 'action', 'challenging', 'such', 'termination', ',', 'the', 'supplier', 'shall', 'have', 'the', 'burden', 'of', 'proving', 'that', 'such', 'person', 'fails', 'to', 'meet', 'such', 'standards', 'and', 'qualifications', ';']"
861,BT5755032I,Supplier retailatory action,"T.C.A 57-5-503(2)(I): Take any retaliatory action against a wholesaler who files a complaint with any regulatory body or in any court of law regarding an alleged violation by the supplier of federal, state or local law or of any administrative rule; or",,"['Supplier', 'retailatory', 'action']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'I', ')', ':', 'Take', 'any', 'retaliatory', 'action', 'against', 'a', 'wholesaler', 'who', 'files', 'a', 'complaint', 'with', 'any', 'regulatory', 'body', 'or', 'in', 'any', 'court', 'of', 'law', 'regarding', 'an', 'alleged', 'violation', 'by', 'the', 'supplier', 'of', 'federal', ',', 'state', 'or', 'local', 'law', 'or', 'of', 'any', 'administrative', 'rule', ';', 'or']"
862,BT5755032J,Supplier threaten cancel credit,"T.C.A 57-5-503(2)(J): Threaten to cancel or withhold credit, or to reduce the time period normally given the wholesaler to make payment on a delivery from the supplier as a means of compelling the wholesaler to meet certain standards of performance in any area of business not directly related to credit.",,"['Supplier', 'threaten', 'cancel', 'credit']","['T.C.A', '57-5-503', '(', '2', ')', '(', 'J', ')', ':', 'Threaten', 'to', 'cancel', 'or', 'withhold', 'credit', ',', 'or', 'to', 'reduce', 'the', 'time', 'period', 'normally', 'given', 'the', 'wholesaler', 'to', 'make', 'payment', 'on', 'a', 'delivery', 'from', 'the', 'supplier', 'as', 'a', 'means', 'of', 'compelling', 'the', 'wholesaler', 'to', 'meet', 'certain', 'standards', 'of', 'performance', 'in', 'any', 'area', 'of', 'business', 'not', 'directly', 'related', 'to', 'credit', '.']"
863,BT575504A,Wholesaler written notice,"T.C.A 57-5-504(a): A wholesaler shall give the supplier written notice of the wholesaler's proposed transfer of the wholesaler's business not less than thirty (30) days prior to the completion of the transfer, except in cases of transfer by inheritance, in which case the transferee shall give the supplier written notice of the transferee's ownership interest within a reasonable time after the transfer is completed.",,"['Wholesaler', 'written', 'notice']","['T.C.A', '57-5-504', '(', 'a', ')', ':', 'A', 'wholesaler', 'shall', 'give', 'the', 'supplier', 'written', 'notice', 'of', 'the', 'wholesaler', ""'s"", 'proposed', 'transfer', 'of', 'the', 'wholesaler', ""'s"", 'business', 'not', 'less', 'than', 'thirty', '(', '30', ')', 'days', 'prior', 'to', 'the', 'completion', 'of', 'the', 'transfer', ',', 'except', 'in', 'cases', 'of', 'transfer', 'by', 'inheritance', ',', 'in', 'which', 'case', 'the', 'transferee', 'shall', 'give', 'the', 'supplier', 'written', 'notice', 'of', 'the', 'transferee', ""'s"", 'ownership', 'interest', 'within', 'a', 'reasonable', 'time', 'after', 'the', 'transfer', 'is', 'completed', '.']"
864,BT575504B,Wholesaler transfer supplier consent,"T.C.A 57-5-504(b): A supplier's consent shall not be required for any transfer of the wholesaler's business to a designated member or for any transfer of less than control of the wholesaler's business; however, a supplier's written consent shall be required for any transfer of the wholesaler's business to a person other than a designated member.",,"['Wholesaler', 'transfer', 'supplier', 'consent']","['T.C.A', '57-5-504', '(', 'b', ')', ':', 'A', 'supplier', ""'s"", 'consent', 'shall', 'not', 'be', 'required', 'for', 'any', 'transfer', 'of', 'the', 'wholesaler', ""'s"", 'business', 'to', 'a', 'designated', 'member', 'or', 'for', 'any', 'transfer', 'of', 'less', 'than', 'control', 'of', 'the', 'wholesaler', ""'s"", 'business', ';', 'however', ',', 'a', 'supplier', ""'s"", 'written', 'consent', 'shall', 'be', 'required', 'for', 'any', 'transfer', 'of', 'the', 'wholesaler', ""'s"", 'business', 'to', 'a', 'person', 'other', 'than', 'a', 'designated', 'member', '.']"
865,BT575504C,Written consent required,"T.C.A 57-5-504(c): Notwithstanding subsection (b), written consent from a supplier shall be required for any transfer of the wholesaler's business to a designated member or other transferee if any of the following conditions apply:",,"['Written', 'consent', 'required']","['T.C.A', '57-5-504', '(', 'c', ')', ':', 'Notwithstanding', 'subsection', '(', 'b', ')', ',', 'written', 'consent', 'from', 'a', 'supplier', 'shall', 'be', 'required', 'for', 'any', 'transfer', 'of', 'the', 'wholesaler', ""'s"", 'business', 'to', 'a', 'designated', 'member', 'or', 'other', 'transferee', 'if', 'any', 'of', 'the', 'following', 'conditions', 'apply', ':']"
866,BT575504C1,Wholesaler transfer to felony conviction,T.C.A 57-5-504(c)(1): The transferee or any owner of the transferee has been convicted of a felony under the United States Code or the laws of any state which would adversely affect the good will or interests of the wholesaler or supplier;,,"['Wholesaler', 'transfer', 'to', 'felony', 'conviction']","['T.C.A', '57-5-504', '(', 'c', ')', '(', '1', ')', ':', 'The', 'transferee', 'or', 'any', 'owner', 'of', 'the', 'transferee', 'has', 'been', 'convicted', 'of', 'a', 'felony', 'under', 'the', 'United', 'States', 'Code', 'or', 'the', 'laws', 'of', 'any', 'state', 'which', 'would', 'adversely', 'affect', 'the', 'good', 'will', 'or', 'interests', 'of', 'the', 'wholesaler', 'or', 'supplier', ';']"
867,BT575504C2,Wholesale transfer to revoked suspended,"T.C.A 57-5-504(c)(2): The transferee or any owner of the transferee has had a previous alcoholic beverage license revoked or suspended by the regulatory agency of the United States government or any state, whereby service was interrupted for more than ninety (90) days;",,"['Wholesale', 'transfer', 'to', 'revoked', 'suspended']","['T.C.A', '57-5-504', '(', 'c', ')', '(', '2', ')', ':', 'The', 'transferee', 'or', 'any', 'owner', 'of', 'the', 'transferee', 'has', 'had', 'a', 'previous', 'alcoholic', 'beverage', 'license', 'revoked', 'or', 'suspended', 'by', 'the', 'regulatory', 'agency', 'of', 'the', 'United', 'States', 'government', 'or', 'any', 'state', ',', 'whereby', 'service', 'was', 'interrupted', 'for', 'more', 'than', 'ninety', '(', '90', ')', 'days', ';']"
868,BT575504C3,Wholesaler transfer bankruptcy,"T.C.A 57-5-504(c)(3): The transferee or any owner of the transferee is insolvent or has filed any voluntary or involuntary petition under any bankruptcy or receivership laws, or has executed an assignment for the benefit of creditors; or",,"['Wholesaler', 'transfer', 'bankruptcy']","['T.C.A', '57-5-504', '(', 'c', ')', '(', '3', ')', ':', 'The', 'transferee', 'or', 'any', 'owner', 'of', 'the', 'transferee', 'is', 'insolvent', 'or', 'has', 'filed', 'any', 'voluntary', 'or', 'involuntary', 'petition', 'under', 'any', 'bankruptcy', 'or', 'receivership', 'laws', ',', 'or', 'has', 'executed', 'an', 'assignment', 'for', 'the', 'benefit', 'of', 'creditors', ';', 'or']"
869,BT575504C4,Wholesaler previous agreement cancelled,"T.C.A 57-5-504(c)(4): The transferee or any owner of the transferee has had any previous agreement with the supplier involuntarily terminated, cancelled, discontinued or not renewed by the supplier for good cause.",,"['Wholesaler', 'previous', 'agreement', 'cancelled']","['T.C.A', '57-5-504', '(', 'c', ')', '(', '4', ')', ':', 'The', 'transferee', 'or', 'any', 'owner', 'of', 'the', 'transferee', 'has', 'had', 'any', 'previous', 'agreement', 'with', 'the', 'supplier', 'involuntarily', 'terminated', ',', 'cancelled', ',', 'discontinued', 'or', 'not', 'renewed', 'by', 'the', 'supplier', 'for', 'good', 'cause', '.']"
870,BT575504D,Supplier unreasonable delay transfer,"T.C.A 57-5-504(d): If the transferee is a designated member, a supplier shall not interfere with, prevent or unreasonably delay the transfer of the wholesaler's business. An unreasonable delay is one that exceeds thirty (30) days after the intended date of transfer as set forth in the notice required by subsection (a).",,"['Supplier', 'unreasonable', 'delay', 'transfer']","['T.C.A', '57-5-504', '(', 'd', ')', ':', 'If', 'the', 'transferee', 'is', 'a', 'designated', 'member', ',', 'a', 'supplier', 'shall', 'not', 'interfere', 'with', ',', 'prevent', 'or', 'unreasonably', 'delay', 'the', 'transfer', 'of', 'the', 'wholesaler', ""'s"", 'business', '.', 'An', 'unreasonable', 'delay', 'is', 'one', 'that', 'exceeds', 'thirty', '(', '30', ')', 'days', 'after', 'the', 'intended', 'date', 'of', 'transfer', 'as', 'set', 'forth', 'in', 'the', 'notice', 'required', 'by', 'subsection', '(', 'a', ')', '.']"
871,BT575504E,Supplier delay consent to transfer,"T.C.A 57-5-504(e): If the transferee is not a designated member, a supplier may not withhold consent or unreasonably interfere with or delay the transfer if the transferee meets reasonable standards and qualifications which are nondiscriminatory and material. An unreasonable delay is one that exceeds thirty (30) days after the receipt of all material information reasonably requested. The supplier shall have the burden of proving that the proposed transferee does not meet such standards and qualifications.",,"['Supplier', 'delay', 'consent', 'to', 'transfer']","['T.C.A', '57-5-504', '(', 'e', ')', ':', 'If', 'the', 'transferee', 'is', 'not', 'a', 'designated', 'member', ',', 'a', 'supplier', 'may', 'not', 'withhold', 'consent', 'or', 'unreasonably', 'interfere', 'with', 'or', 'delay', 'the', 'transfer', 'if', 'the', 'transferee', 'meets', 'reasonable', 'standards', 'and', 'qualifications', 'which', 'are', 'nondiscriminatory', 'and', 'material', '.', 'An', 'unreasonable', 'delay', 'is', 'one', 'that', 'exceeds', 'thirty', '(', '30', ')', 'days', 'after', 'the', 'receipt', 'of', 'all', 'material', 'information', 'reasonably', 'requested', '.', 'The', 'supplier', 'shall', 'have', 'the', 'burden', 'of', 'proving', 'that', 'the', 'proposed', 'transferee', 'does', 'not', 'meet', 'such', 'standards', 'and', 'qualifications', '.']"
872,BT575608A,Responsbile Vendor clerk serve minor,"T.C.A 57-5-608(a): A permit under this part may not be suspended or revoked by a beer board based on a clerk's illegal sale of beer to a minor person who is not of lawful drinking age, if the clerk is properly certified and has attended annual meetings since the original certification, or is within sixty-one (61) days of the date of hire at the time of the violation.",,"['Responsbile', 'Vendor', 'clerk', 'serve', 'minor']","['T.C.A', '57-5-608', '(', 'a', ')', ':', 'A', 'permit', 'under', 'this', 'part', 'may', 'not', 'be', 'suspended', 'or', 'revoked', 'by', 'a', 'beer', 'board', 'based', 'on', 'a', 'clerk', ""'s"", 'illegal', 'sale', 'of', 'beer', 'to', 'a', 'minor', 'person', 'who', 'is', 'not', 'of', 'lawful', 'drinking', 'age', ',', 'if', 'the', 'clerk', 'is', 'properly', 'certified', 'and', 'has', 'attended', 'annual', 'meetings', 'since', 'the', 'original', 'certification', ',', 'or', 'is', 'within', 'sixty-one', '(', '61', ')', 'days', 'of', 'the', 'date', 'of', 'hire', 'at', 'the', 'time', 'of', 'the', 'violation', '.']"
873,BT575608B,Revoke Responsible Vendor,"T.C.A 57-5-608(b): Notwithstanding subsection (a), the commission shall revoke the certification of a vendor certified as a responsible vendor, if the vendor had knowledge of the violation or should have known about the violation, or participated in or committed the violation. If the commission revokes a vendor's certification under this section, the vendor shall be penalized for the violation by the beer board as if the vendor were not certified as a responsible vendor.",,"['Revoke', 'Responsible', 'Vendor']","['T.C.A', '57-5-608', '(', 'b', ')', ':', 'Notwithstanding', 'subsection', '(', 'a', ')', ',', 'the', 'commission', 'shall', 'revoke', 'the', 'certification', 'of', 'a', 'vendor', 'certified', 'as', 'a', 'responsible', 'vendor', ',', 'if', 'the', 'vendor', 'had', 'knowledge', 'of', 'the', 'violation', 'or', 'should', 'have', 'known', 'about', 'the', 'violation', ',', 'or', 'participated', 'in', 'or', 'committed', 'the', 'violation', '.', 'If', 'the', 'commission', 'revokes', 'a', 'vendor', ""'s"", 'certification', 'under', 'this', 'section', ',', 'the', 'vendor', 'shall', 'be', 'penalized', 'for', 'the', 'violation', 'by', 'the', 'beer', 'board', 'as', 'if', 'the', 'vendor', 'were', 'not', 'certified', 'as', 'a', 'responsible', 'vendor', '.']"
874,BT575608C,Revoke Res Vendor 2 violations 12 months,"T.C.A 57-5-608(c): Notwithstanding subsection (a) or any other law, the commission shall revoke the vendor's status as a certified responsible vendor, if the vendor has two (2) violations within a twelve-month period. The revocation shall be for a period of three (3) years.",,"['Revoke', 'Res', 'Vendor', '2', 'violations', '12', 'months']","['T.C.A', '57-5-608', '(', 'c', ')', ':', 'Notwithstanding', 'subsection', '(', 'a', ')', 'or', 'any', 'other', 'law', ',', 'the', 'commission', 'shall', 'revoke', 'the', 'vendor', ""'s"", 'status', 'as', 'a', 'certified', 'responsible', 'vendor', ',', 'if', 'the', 'vendor', 'has', 'two', '(', '2', ')', 'violations', 'within', 'a', 'twelve-month', 'period', '.', 'The', 'revocation', 'shall', 'be', 'for', 'a', 'period', 'of', 'three', '(', '3', ')', 'years', '.']"
875,BT5451083C,Failure to pay,"T.C.A 57-5-108(3)(C): Such revocation, suspension, or imposition of civil penalty may be made for any violation of any provision of this chapter or whenever it shall satisfactorily appear that the premises of any person, firm or corporation holding a permit or license under this chapter are being maintained and operated in such manner as to be detrimental to public health, safety or morals. The board in considering the suspension or revocation of a license shall consider repeated violations of any local ordinance or state law involving prohibited sexual contact on the premises of an adult oriented establishment.",,"['Failure', 'to', 'pay']","['T.C.A', '57-5-108', '(', '3', ')', '(', 'C', ')', ':', 'Such', 'revocation', ',', 'suspension', ',', 'or', 'imposition', 'of', 'civil', 'penalty', 'may', 'be', 'made', 'for', 'any', 'violation', 'of', 'any', 'provision', 'of', 'this', 'chapter', 'or', 'whenever', 'it', 'shall', 'satisfactorily', 'appear', 'that', 'the', 'premises', 'of', 'any', 'person', ',', 'firm', 'or', 'corporation', 'holding', 'a', 'permit', 'or', 'license', 'under', 'this', 'chapter', 'are', 'being', 'maintained', 'and', 'operated', 'in', 'such', 'manner', 'as', 'to', 'be', 'detrimental', 'to', 'public', 'health', ',', 'safety', 'or', 'morals', '.', 'The', 'board', 'in', 'considering', 'the', 'suspension', 'or', 'revocation', 'of', 'a', 'license', 'shall', 'consider', 'repeated', 'violations', 'of', 'any', 'local', 'ordinance', 'or', 'state', 'law', 'involving', 'prohibited', 'sexual', 'contact', 'on', 'the', 'premises', 'of', 'an', 'adult', 'oriented', 'establishment', '.']"
876,BT574203B1A,Failure to pay,"T.C.A 57-4-203(B)(1)(A): any licensee or other person who sells, furnishes, disposes of, gives, or causes to be sold, furnished, disposed of, or given, any alcoholic beverage to any person under 21 years of age",,"['Failure', 'to', 'pay']","['T.C.A', '57-4-203', '(', 'B', ')', '(', '1', ')', '(', 'A', ')', ':', 'any', 'licensee', 'or', 'other', 'person', 'who', 'sells', ',', 'furnishes', ',', 'disposes', 'of', ',', 'gives', ',', 'or', 'causes', 'to', 'be', 'sold', ',', 'furnished', ',', 'disposed', 'of', ',', 'or', 'given', ',', 'any', 'alcoholic', 'beverage', 'to', 'any', 'person', 'under', '21', 'years', 'of', 'age']"
877,BT575409A,Possession of Contraband,"T.C.A 57-5-409(a): any beer or other alcohol beverage of alcoholic content of not more than five percent by weight sold or offered for sale by, or in possession of, a retailer purchased from any person, firm or corporation, except a Tennessee wholesaler or distributor licensed in this state, is declared to be contraband and shall be subject to confiscation. (10/22/04)",,"['Possession', 'of', 'Contraband']","['T.C.A', '57-5-409', '(', 'a', ')', ':', 'any', 'beer', 'or', 'other', 'alcohol', 'beverage', 'of', 'alcoholic', 'content', 'of', 'not', 'more', 'than', 'five', 'percent', 'by', 'weight', 'sold', 'or', 'offered', 'for', 'sale', 'by', ',', 'or', 'in', 'possession', 'of', ',', 'a', 'retailer', 'purchased', 'from', 'any', 'person', ',', 'firm', 'or', 'corporation', ',', 'except', 'a', 'Tennessee', 'wholesaler', 'or', 'distributor', 'licensed', 'in', 'this', 'state', ',', 'is', 'declared', 'to', 'be', 'contraband', 'and', 'shall', 'be', 'subject', 'to', 'confiscation', '.', '(', '10/22/04', ')']"
882,BT5751038,Distance,"T.C.A 57-5-103(8): Any person, firm, corporation, joint-stock company, syndicate, or association engaged in the sale, distribution, or manufacture of beer without the permit required by this part commits a Class A misdemeanor.",,['Distance'],"['T.C.A', '57-5-103', '(', '8', ')', ':', 'Any', 'person', ',', 'firm', ',', 'corporation', ',', 'joint-stock', 'company', ',', 'syndicate', ',', 'or', 'association', 'engaged', 'in', 'the', 'sale', ',', 'distribution', ',', 'or', 'manufacture', 'of', 'beer', 'without', 'the', 'permit', 'required', 'by', 'this', 'part', 'commits', 'a', 'Class', 'A', 'misdemeanor', '.']"
