,id,type,desc,text,remedial
203,204,VENTHAB,Ventilation – Habitable Spaces,"Section 16.24.390 (A) - Ventilation (Habitable Spaces) In dwelling units, every habitable space shall have at least one openable window. The total openable area of the window in every room shall be equal to at least forty-five percent of the minimum glazed area required in Section 16.24.380.",CAAH_VENT_HABSPC
204,205,VENTPROC,Ventilation – Process Ventilation,"Section 16.24.390 (D) - Ventilation (Process) Where injurious, toxic, irritating or noxious fumes, gases, dusts, or mists are generated, a local exhaust ventilation system shall be provided to remove the contaminating agent at the source. Air shall be exhausted to the exterior and not be re-circulated to any interior space.",CAAH_VENT_PROC
205,206,WATERCON,Water System – Contamination ,"Section 16.24.440 (B) - Water System (Contamination) The water supply shall be maintained free from contamination and all water inlets for plumbing fixtures shall be located above the flood-level rim of the fixture. Shampoo basin faucets, janitor sink faucets, and other hose bibs or faucets to which hoses are attached and left in place shall be protected by an approved atmospheric-type vacuum breaker or an approved permanently attached hose connection vacuum breaker.",CAAP_WATER_CONTAM
206,207,WATERGEN,Water System – General,"Section 16.24.440 (A) - Water System (General) Every sink, lavatory, bathtub or shower, drinking fountain, water closet, or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system. All kitchen sinks, lavatories, laundry facilities, bathtubs, and showers shall be supplied with hot or tempered and cold running water in accordance with the plumbing code.",CAAP_WATER_GEN
207,208,WATERSUP,Water – Supply,"Section 16.24.440 (C) - Water (Supply) The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely, and free from defects and leaks.",CAAP_WATER_SUPPLY
208,209,WATERWTRHT,Water – Water Heating Facilities,"Section 16.24.440 (D) - Water (Heating) Water heating facilities shall be properly installed and maintained, and shall provide an adequate amount of water to be drawn at every required sink, lavatory, bathtub, shower, and laundry facility at a temperature of not less than one hundred twenty degrees Fahrenheit. A gas-burning water heater shall not be located in any bathroom, toilet room, bedroom, or other occupied room normally kept closed, unless adequate combustion air is provided. An approved combination temperature and pressure-relief valve and relief valve discharge pipe shall be properly installed and maintained on water heaters.",CAAP_WATER_WTRHEAT
214,381,CAAA_ACCESSORY_STUCT,ACCESSORY STRUCTURES,"Section 16.24.330 - Accessory Structures: All accessory structures, including detached garages, fences and walls, shall be maintained structurally sound, in good repair, and in an otherwise safe, clean and sanitary condition.",
216,385,CAAA_DUMPSTER,HOURS OF COLLECTION & DUMPSTER REQUIRE,Section 10.20.330 – Dumpsters – Hours of Collection: No person shall empty container between the hours of 11 p.m. and 7 a.m. when the containers are located within 600 feet of any residential structure.,
217,386,CAAA_EXHAUST_FAN,EXHAUST FAN DISCHARGE,"Section 16.24.330 - Exhaust Fans:  Exhaust fans or blowers, etc. shall not discharge directly upon adjacent property.",
218,387,CAAA_EXTERIOR_REPAIR,EXTERIOR REPAIR,Section 16.24.340 - Exterior Repair: The exterior of all buildings shall be maintained in good repair.,
219,388,CAAA_FAILURE_SECURE,FAILURE TO SECURE,Section 16.24.320 - Failure to Secure.,
220,389,CAAA_FENCE_MATERIAL,FENCE MATERIAL,"Section 16.04.200 - Fence Materials:  Expressly prohibited, electric fences, barbed wire below six feet or fences erected with barbs or sharp projections on top unless erected to contain livestock or under other certain conditions wherein a zoning permit has been issued.",
221,390,CAAA_GATE_MAINT,GATE MAINTENANCE,Section 16.24.330 - Gates:  Shall be maintained such that the gate will positively close and latch if required to be self-closing.,
222,391,CAAA_GRAFFITI,GRAFFITI,"Section 16.24.340 - Graffiti: It shall be the duty of the owner of the building, structure and or real property on which the building or structure that has been defaced to restore said surface to an approved state of maintenance and repair.",
223,392,CAAA_HIGH_WEEDS,HIGH WEEDS,"Section 16.24.330 - High Weeds: All premises shall be maintained free from weeds, grasses, plants & vegetation in excess of 12-inches other than ornamental grasses.",
224,393,CAAA_IMV_ACCUM,UNLIC / INOP / ACCUMULATION MTR VEHICLES,"Section 16.24.330 - Accumulation of Motor Vehicles: The parking, storage or accumulation of an inoperable, unregistered motor vehicle or a vehicle in a state of major disrepair on private property on any premises is prohibited.",
225,394,CAAA_INTERIOR_REPAIR,INTERIOR REPAIR,"Section 16.24.350 - The interior of a building or structure and any equipment therein shall be maintained in good repair, structurally sound, and in a clean and sanitary condition.",
227,396,CAAA_OPEN_STORAGE,"OPEN STORAGE, JUNK, TRASH, DEBRIS","Section 16.24.330 - Open Storage:  It is unlawful to store in the open area of the yard or structure,  trash, rubbish, furniture, appliances, automobile parts, including dead trees, weeds and garbage, etc (Junk, Trash and Debris).",
228,397,CAAA_PARK_ON_GRASS,PARKING ON GRASS,"Section 16.24.330 - Parking on Grass: Parking or storing motor vehicles on the grass is prohibited.  Vehicles must be parked on a paved or graveled area, other than a sidewalk.  This shall not be applicable to any vehicle for which a valid disabled driver license plate or placard has been issued and is visibly displayed on or in the vehicle.",
229,398,CAAA_PARKING_25%,PARKING AREA EXCEEDS 25%,Section 16.24.330 - Parking area for residential property shall not exceed 25% of the total lot area.,
230,399,CAAA_PREMIS_ID_COMER,ADDRESS ID COMMERCIAL,Section 16.24.340 - Address Identification - Non-Residential:  All buildings and structures shall have approved address numbers at least 6-inches in size in a position to be plainly visible and legible from the street or road fronting the premises.,
231,400,CAAA_PREMIS_ID_MLTFM,ADDRESS ID MULTI FAMILY,Section 16.24.340 - Address Identification - Multi-Family:  All buildings and structures shall have approved address numbers at least 6-inches in size in a position to be plainly visible and legible from the street or road fronting the premises.  Individual units must have identifying numbers at least 3-inches in height on or at the doors of each unit.,
232,401,CAAA_PREMIS_ID_RES,ADDRESS ID RESIDENTIAL,Section 16.24.340 - Address Identification - Residential:  All buildings and structures shall have approved address numbers at least 3-inches in size posted on residence or mailbox.,
233,402,CAAA_RODENT_INFESTA,RODENT INFESTATION,Section 16.24.330 - Rodent Harborage: All structures shall be kept free from rodent infestation.,
234,403,CAAA_SIDEWLK_DRIVEWA,SIDEWALK AND DRIVEWAY MAINT,"Section 16.24.330 - Sidewalks & Driveways: Shall be kept in a proper state of repair, safe, clean & sanitary.",
235,404,CAAA_SWIMMING_POOLS,SWIMMING POOLS,"Section 16.24.330 - Swimming Pools:  Shall be maintained in a safe, clean, sanitary and in good repair.",
237,407,CAAB_BLDG_PERMIT,BUILDING PERMIT REQUIRED,"Section 16.28.010 - Building Permit Required: A permit must be obtained by every person desiring to construct, alter, repair, enlarge, move or demolish any building or structure or part thereof.",
238,408,CAAB_STOP_WORK,STOP WORK ORDER POSTED,"Section 16.04.110 – Violation of Stop Work Order: Upon notice…that work on any building or structure is being done contrary to the provisions of Chapters 16.04 and 16.28 through 16.56, or in a dangerous or unsafe manner, such work shall be immediately stopped.",
239,409,CAAB_TEMP_EXPIR,TEMPORARY U&O EXPIRED,Section 17.04.100 - No Use and Occupancy Issued: Failure to obtain a Final Use & Occupancy Inspection upon the expiration of the Temporary U & O.,
240,410,CAAE_ELEC_EQ,ELECTRICAL EQUIPMENT,"Section 16.24.500 (A) - Electrical Equipment Installation: All  electrical equipment,  wiring, and  appliances shall be properly installed and maintained in a safe and approved manner.",
241,411,CAAE_ELECEA_RECPT,ELECTRICAL RECEPTACLES,Section 16.24.500 (B) Receptacles: Every habitable space in a dwelling shall contain at least two separate and remote receptacle outlets.  Every laundry area shall contain at least one ground-type receptacle or a receptacle with a ground fault circuit interrupter.  Every bathroom shall contain at least one receptacle.  Any new bathroom receptacle outlet shall have ground fault circuit interrupter protection.,
242,412,CAAE_ELECEQ_LIGHT,ELECTRICAL LIGHTING FIXTURES,"Section 16.24.500 (C) - Lighting Fixtures: Every  public hall,  interior stairway,  toilet room,  kitchen,  bathroom,  laundry room,  boiler room, and  furnace room shall contain at least one electric lighting fixture.",
243,413,CAAE_ELECFAC,ELECTRICAL FACILITIES REQUIRED,Section 16.24.490(A) - Electrical Facilities Required: Every occupied building or structure shall be provided with an electrical system in compliance with the requirements of this section and Section 16.24.530.,
244,414,CAAE_ELECSVC_PANEL,ELECTRICAL SERVICE PANEL,"Section 16.24.490 (B) - Electrical Service: Service to the dwelling unit shall be a minimum of one hundred ampere, with three-wire capacity and service equipment shall be dead-front, having no live parts exposed.  Type “S” fuses shall be installed when fused equipment is used.",
245,415,CAAE_ELECSYS_HAZ,ELECTRICAL SYSTEM HAZARDS,"Section 16.24.490 (C) - Electrical System Hazards: [The] electrical system in a building or structure constitutes a hazard to the occupants or the building or structure by reason of  inadequate service,  improper fusing,  insufficient receptacles and  lighting outlets,  improper wiring,  or installation,  deterioration,  damage, or for similar reasons, the defects [are] to be corrected to eliminate the hazard.",
246,416,CAAE_ELECSYS_HAZCERT,ELECTRICAL SYSTEM CERTIFICATION,Section 16.24.490 (C) - Electrical System Hazards (Certification): Electrical system must be inspected and certified to be in a safe operating condition by a licensed electrician.,
247,417,CAAF_FIREPROT_SMDINS,FIRE PROTECTION – SMOKE DETECTOR INSTALL,"Section 16.24.550 (B) - 1a & b Installation: Existing one and two-family dwellings -  outside each separate sleeping room, in the immediate vicinity of the sleeping room and  on each additional story of the dwelling unit including basements.",
248,418,CAAF_FIREPROT_SMKDET,FIRE PROTECTION – SMOKE DETECTORS,Section 16.24.550 (A) - Smoke Detectors: Existing Group R occupancies not already provided with single-station smoke alarms/detectors shall be provided with approved single-station smoke alarms/detectors,
249,419,CAAF_FIRESF_DOORS,FIRE SAFETY – EMERGENCY ESCAPE (DOORS),"Section 16.24.530 (H) - Locked Doors: All means of egress doors shall be readily openable from the side from which egress is to be made without the need for keys, tools, or special knowledge or effort.",
250,420,CAAF_FIRESF_ESC,FIRE SAFETY – EMERGENCY ESCAPE,"Section 16.24.530 (B) - Emergency Escape and Rescue Openings: Basements with habitable rooms and every sleeping room shall have at least one openable emergency escape and rescue window or exterior door opening.  Where openings are provided as a means of escape and rescue, they shall have a sill height of not more than forty-four inches.",
251,421,CAAF_FIRESF_GEN,FIRE SAFETY REQUIREMENTS – EGRESS,"Section 16.24.530 (A) - General: A safe, continuous, and unobstructed means of egress shall be provided from any point in a building or structure to the public way, in accordance with the requirements of the building code and fire code as adopted by the metropolitan government.",
252,422,CAAF_FIRESF_NCO,FIRE SAFETY – EMERGENCY ESCAPE (OPENING),Section 16.24.530 (C) - Minimum Net Clear Opening: All emergency escape and rescue openings shall have a minimum net clear opening of four square feet.,
253,423,CAAF_FIRESF_NCOH,FIRE SAFETY – EMERGENCY ESCAPE (HEIGHT),Section 16.24.530 (D) - Minimum Net Clear Opening Height: All emergency escape and rescue openings shall have a minimum net clear opening height of twenty-four inches.,
254,424,CAAF_FIRESF_NCOW,FIRE SAFETY – EMERGENCY ESCAPE (WIDTH),Section 16.24.530 (E) - Minimum Net Clear Opening Width: All emergency escape and rescue openings shall have a minimum net clear opening width of twenty inches.,
255,425,CAAF_FIRESF_OP,FIRE SAFETY – EMERGENCY ESCAPE (OP),"Section 16.24.530 (F) - Operation: Required emergency escape and rescue openings shall be operational from the inside of the room or space without the use of keys or special tools, knowledge, or effort.",
256,426,CAAH_BG_MATOWNER,PROPER MAINTENANCE REQ - OWNER,"Section 16.16.030 (B) - Proper maintenance required - Owner's responsibility - .   All devices, equipment and safeguards required by this chapter shall be installed and properly maintained in a safe and clean manner and in good working order. The owner, or his designated agent, shall be held responsible for the proper maintenance of all gas/mechanical installations and gas/mechanical systems.",
257,427,CAAH_BLDG_MAINT,PROPER MAINTENANCE REQ,"Section 16.16.030 (A) - Proper maintenance required- All mechanical, heating, ventilating, air conditioning and refrigeration, both new and existing, and all parts thereof and appurtenances thereto, shall be installed and maintained as required by this chapter, in a safe and clean condition.",
258,428,CAAH_BLDG_SCOPE,SCOPE OF BUILDING CODE,"Section 16.16.020 (B) - The provisions of this code shall also apply to the installation of mechanical systems, including alterations, repairs, replacement, equipment, appliances, fixtures, fittings and/or appurtenances, including ventilating, heating, cooling, air conditioning and refrigeration systems, incinerators, radon gas reduction systems, and other energy-related systems.",
259,429,CAAH_BOARDING_REQU,BOARDING REQUIREMENTS,"Section 16.24.340 (U) (2) – Boarding of Vacant Buildings – Requirements: A vacant building that is boarded shall be boarded by using a minimum of three-eight inch plywood, OSB, or composite board or equivalent. Any board placed on a vacant building shall be painted a color consistent with the color of the structure using exterior grade paint, and shall be cut to fit into any windows, doors or other openings on such vacant building.",
260,430,CAAH_BOARDING_VABLDG,BOARDING OF VACANT BUILDINGS,"Section 16.24.340 (U) (1) – Boarding of Vacant Buildings Required: A vacant building or structure deem[ed] to be unsafe, or considered a hazard to the public health, safety, or welfare, [shall] be locked, boarded or otherwise secured.",
261,431,CAAH_CERT_OCC,CERTIFICATE OF OCCUPANCY REQUIRED,"Section 16.24.130 – Certificate of Occupancy Required: It is unlawful to acquire utility services to serve any vacant dilapidated or substandard building or structure or part thereof, or any existing dilapidated or substandard building or structure, or part thereof, becoming vacant, until such time as the building or structure has been brought into compliance with chapter 16.24 and a valid certificate of occupancy has been issued.",
262,432,CAAH_EX_FENBW,EXTERIOR PROP AREA – FENCES  BARBED WIRE,Section 16.24.330 (O) – Fences (Barbed Wire): Barbed wire or razor wire fencing shall be prohibited in all residential zoning districts unless the property satisfies all of the requirements of Section 17.16.330.,
263,433,CAAH_EXT_ACC,EXTERIOR PROP AREA – ACCES STRUCTURES,"Section 16.24.330 (H) – Accessory Structures: All accessory structures, including detached garages, fences and walls, shall be maintained in a structurally sound manner, in good repair, and in an otherwise safe, clean, and sanitary condition.",
264,434,CAAH_EXT_BAHAT,EXTERIOR OF BLDGS – BASEMENT HATCHWAYS,"Section 16.24.340 (R) – Basement Hatchways: Basement hatchways, bulkhead enclosures, and crawl space access doors shall be maintained to prevent the entrance of rodents, rain, and surface drainage water.",
265,435,CAAH_EXT_BALCO,EXTERIOR OF BUILDINGS - BALCONIES,"Section 16.24.340 (J) – Balconies: Every exterior balcony and all appurtenances attached thereto shall be maintained structurally sound, in good repair, with proper anchorage, and shall be capable of supporting the imposed loads.",
266,436,CAAH_EXT_CHIMTW,EXTERIOR OF BLDGS – CHIMNEYS AND TOWERS,"Section 16.24.340 (K) – Chimneys and towers: All chimneys, cooling towers, smoke stacks, and similar appurtenances shall be maintained structurally safe and sound, and in good repair.",
267,437,CAAH_EXT_DECF,EXTERIOR OF BLDGS – DECORATIVE FEATURES,"Section 16.24.340 (H) – Decorative Features: All cornices, belt courses, corbels, terra cotta trim, wall facings, and similar decorative features shall be maintained in good repair with proper anchorage and in a safe condition.",
268,438,CAAH_EXT_DECK,EXTERIOR OF BUILDINGS – DECKS,"Section 16.24.340 (J) – Decks: Every exterior deck and all appurtenances attached thereto shall be maintained structurally sound, in good repair, with proper anchorage, and shall be capable of supporting the imposed loads.",
269,439,CAAH_EXT_DOOR,EXTERIOR OF BUILDINGS – DOORS,"Section 16.24.340 (Q) – Doors: All exterior doors, door assemblies, and hardware shall be maintained in good condition. Locks at all entrances to dwelling units, rooming units and guestrooms shall tightly secure the door. Locks on means of egress doors shall be in accordance with the requirements of Section 16.24.530 as follows: All means of egress doors shall be readily openable from the side from which egress is to be made without the need for keys or special knowledge, tools, or effort, except where the door conforms to that permitted by the building code.",
270,440,CAAH_EXT_EXAH,EXTERIOR PROP AREA – EXHAUST VENTS,"Section 16.24.330 (G) – Exhaust Vents: Exhaust pipes, ducts, conductors, fans, vents, or blowers shall not discharge gases, steam, vapor, hot air, crease, smoke, odors, or other gaseous or particulate wastes directly upon abutting or adjacent public or private property or that of another tenant.",
271,441,CAAH_EXT_EXTWALL,EXTERIOR OF BUILDINGS – EXTERIOR WALLS,"Section 16.24.340 (F) – Exterior Walls: All exterior walls shall be free from holes, breaks, and loose or rotting materials, and shall be maintained in a weatherproof and properly coated where required to prevent deterioration.",
272,442,CAAH_EXT_FDWALL,EXTERIOR OF BUILDINGS – FOUNDATION WALLS,Section 16.24.340 (E) – Foundation Walls: All foundation walls shall be maintained plump and free from open cracks and break and shall be kept in such condition so as to prevent the entry of rodents and other pests.,
273,443,CAAH_EXT_FENMAINT,EXTERIOR PROP AREA – FENCE MATERIAL MAIN,"Section 16.24.330 (M) – Fence Maintenance: Metal fences shall consist of materials manufactured and/or treated in a manner to prevent rust or corrosion. Wood fences shall be painted, stained or preserved in a manner to maintain the fence in good structural condition. This is not limited to the replacement of broken boards or sections and preventing paint from peeling.",
274,444,CAAH_EXT_FENMAT,EXTERIOR PROP AREA – FENCING MATERIALS,"Section 16.24.330 (L) – Fencing Materials: Fencing shall be either woven wire or chain link, wrought iron, wood, vinyl, steel or aluminum slats, masonry consisting of brick, concrete block, split-face block, dry-stack stones, or stones and mortar;  Plastic or other approved synthetic material, or decorative-type split rail or dry-stack stone used for decorative fences.",
275,445,CAAH_EXT_GATE,EXTERIOR PROP AREA – GATES,"Section 16.24.330 (I) – Gates: gates which are required to be self-closing and self-latching, in accordance with the Building Code shall be maintained such that the gate will positively close and latch when released from a still position of six inches from the gatepost.",
276,446,CAAH_EXT_GLAZ,EXTERIOR OF BUILDINGS – GLAZING,Section 16.24.340 (N) – Glazing: All glazing materials shall be maintained free from cracks and holes.,
277,447,CAAH_EXT_GRAD,EXTERIOR PROP AREA – GRADING REQUIRED,"Section 16.24.330 (C) – Grading Required: All premises shall be graded and maintained to prevent the erosion of soil and to prevent the accumulation of stagnant water thereon, or within any building or structure located thereon.",
278,448,CAAH_EXT_GUTTER,EXTERIOR OF BLDGS – ROOFS– GUTTER SYS,"Section 16.24.340 (G) – Roof Gutters: Roof drains, gutters, and downspouts shall be maintained in good repair and free from obstructions. Water shall not be discharged in a manner that creates a public nuisance.",
279,449,CAAH_EXT_HANDGRD,EXTERIOR OF BLDGS – HANDRAILS AND GUARDS,Section 16.24.340 (L) – Handrails and Guards: Every handrail and guard shall be firmly fastened and capable of supporting normally imposed loads and shall be maintained in good condition.,
280,450,CAAH_EXT_INSSCNRES,EXTERIOR OF BLDGS  INSECT SCREENS NONRES,"Section 16.24.340 (P) – Insect Screens: During the period from April 1st to November 1st, every door, window and other outside opening required for ventilation of food preparation areas, food service areas, or any areas where products to be included or utilized in food for human consumption are processed, manufactured, packaged or stored shall be supplied with approved tight fitting screens of not less than sixteen mesh per inch.",
281,451,CAAH_EXT_INSSCRES,EXTERIOR OF BLDGS – INSECT SCREENS RES,"Section 16.24.340 (P) – Insect Screens: During the period from April 1st to November 1st, every door, window and other outside opening required for ventilation of habitable rooms shall be supplied with approved tight fitting screens of not less than sixteen mesh per inch.",
282,452,CAAH_EXT_OPNWIN,EXTERIOR OF BUILDINGS – OPENABLE WINDOWS,"Section 16.24.340 (O) – Openable Windows: Every window, other than a fixed window shall open and close easily and shall be capable of being held in either position by window hardware.",
283,453,CAAH_EXT_OVEXT,EXTERIOR OF BLDGS – OVERHANG EXTENSIONS,"Section 16.24.340 (I) – Overhang Extensions: All overhang extensions including, but not limited to canopies, marquees, signs, metal awnings, fire escapes, standpipes, and exhaust ducts shall be maintained in good repair and shall be properly anchored so as to be in a sound condition.",
284,454,CAAH_EXT_PARK,EXTERIOR PROP AREA – VEHICLES – PARKING,"Section 16.24.330 (K)(3) – Motor Vehicles (Parking): Every motor vehicle located on private property shall be either stored inside a fully enclosed structure or similarly enclosed area designated and approved for such purposes, or parked or stored in a safe manner on a paved or graveled area, other than a sidewalk.",
285,455,CAAH_EXT_PIDNRES,EXTERIOR OF BLDGS – PREMISES ID NONRES,"Section 16.24.340 (C)(2) – Premises Identification: All buildings and structures within Metropolitan Nashville and Davidson County shall have approved address numbers posted – Nonresidential property shall have their numbers six inches or larger, on a contrasting background and in a position plainly visible and legible from the street or road fronting the property.",
286,456,CAAH_EXT_PIDRES,EXTERIOR OF BUILDINGS – PREMISES ID RES,"Section 16.24.340 (C)(1)– Premises Identification: All buildings and structures within Metropolitan Nashville and Davidson County shall have approved address numbers posted – Residential property shall have their numbers at least three inches in size, on a contrasting background and in a position plainly visible and legible from the street or road fronting the property.",
287,457,CAAH_EXT_PIMFAM,EXTERIOR OF BLDG – PREMISES ID MULTI-FAM,"Section 16.24.340 (C)(3) – Premises Identification: All buildings and structures within Metropolitan Nashville and Davidson County shall have approved address numbers posted – Multifamily buildings shall have their numbers six inches or larger, on a contrasting background and in a position plainly visible and legible from the street or road fronting the property.",
288,458,CAAH_EXT_PORC,EXTERIOR OF BUILDINGS - PORCHES,"Section 16.24.340 (J) – Porches: Every exterior porch and all appurtenances attached thereto shall be maintained structurally sound, in good repair, with proper anchorage, and shall be capable of supporting the imposed loads.",
289,459,CAAH_EXT_PRKAR,EXTERIOR PROP AREA – DESIGNATED PARKING,Section 16.24.330 (K)(3) – Vehicle Parking Area: Any paved or graveled parking area for private residential property shall not exceed twenty-five percent of the total lot area.,
290,460,CAAH_EXT_PTMET,EXTERIOR OF BLDGS – TREATMENT METAL SUR,Section 16.24.340 (B) – Protective Treatment (Metal Surfaces): All exterior surfaces shall be maintained in good condition. All metal surfaces subject to rust or corrosion shall be coated to inhibit such rust and corrosion and all surfaces with rust or corrosion shall be stabilized and coated to inhibit future rust and corrosion.,
291,461,CAAH_EXT_PTSID,EXTERIOR OF BLDGS – TREATMENT (SIDING),"Section 16.24.340 (B) – Protective Treatment (Siding): All exterior surfaces shall be maintained in good condition. All siding and masonry joints, as well as those between the building envelope and the perimeter of windows, doors, and skylights, shall be maintained weather resistant and water tight.",
292,462,CAAH_EXT_PTWD,EXTERIOR OF BLDGS – PRO TREATMENT (WOOD),"Section 16.24.340 (B) – Protective Treatment (Wood): All exterior surfaces, including but not limited to, doors, door and window frames, cornices, porches, trim balconies, decks and fences shall be maintained in good condition. Exterior wood surfaces, other than decay resistant woods, shall be protected from the elements and decay by painting or other protective covering or treatment.",
293,463,CAAH_EXT_ROD,EXTERIOR PROP AREA – RODENT HARBORAGE,"Section 16.24.330 (F) – Rodent Harborage: All buildings, structures and exterior property shall be kept free from rodent harborage and infestation and conditions that promote or support rodent harborage and infestation.",
294,464,CAAH_EXT_ROFDRAN,EXTERIOR OF BLDGS – ROOFS– DRAINAGE SYS,Section 16.24.340 (G) – Roof Drainage: Roof drainage shall be adequate to prevent dampness or deterioration in the walls or interior portion of the building or structure.,
295,465,CAAH_EXT_ROFSYS,EXTERIOR OF BLDGS – ROOFS – ROOF SYSTEM,"Section 16.24.340 (G) – Roof System: The roof and flashing shall be sound, tight, and not have defects that admit rain.",
296,466,CAAH_EXT_SAN,EXTERIOR PROP AREA – SANITATION,"Section 16.24.330 (A) – Sanitation: All exterior property and premises shall be maintained in a safe, clean, and sanitary condition. The occupant of a building, structure or premises, or part thereof, shall keel that part of the exterior property and premises that such occupant occupies or controls in a safe, clean, and sanitary condition.",
297,467,CAAH_EXT_SDWLK,EXTERIOR PROP AREA – SIDEWALKS,"Section 16.24.330 (D) – Sidewalks and Driveways: All sidewalks, walkways, stairs, driveways, parking spaces, and similar areas shall be kept in a proper state of repair, shall be maintained free from hazardous conditions, and shall be kept in a safe, clean, and sanitary condition.",
298,468,CAAH_EXT_STAIRW,EXTERIOR OF BUILDINGS – STAIRWAYS,"Section 16.24.340 (J) – Stairways: Every exterior stairway and all appurtenances attached thereto shall be maintained structurally sound, in good repair, with proper anchorage, and shall be capable of supporting the imposed loads.",
299,469,CAAH_EXT_STMEM,EXTERIOR OF BLDGS – STRUCTURAL MEMBERS,"Section 16.24.340 (D) – Structural Members: All structural members shall be maintained free from deterioration, and shall be capable of safely supporting the imposed dead and live loads.",
300,470,CAAH_EXT_SWIM,EXTERIOR PROP AREA – SWIMMING POOLS,"Section 16.24.330 (J) – Swimming Pools: Swimming pools shall be maintained in a safe, clean, and sanitary condition, and in good repair.",
301,471,CAAH_EXT_TRLS,EXTERIOR PROP AREA – TRAILERS WATERCRAFT,"Section 16.24.330 (P) – Trailers and Watercraft: No trailer or watercraft located on private single family or two-family residential property shall be stored in the front yard of the property, but shall be stored on a paved or graveled driveway, or behind the front façade of the residential structure.",
302,472,CAAH_EXT_VEHCON,EXTERIOR PROP AREA – VEH – INOP/UNLC,Section 16.24.330 (K)(1) – Motor Vehicles (Condition): No inoperable or currently unregistered motor vehicle shall be openly parked or stored on any premises within the area of the metropolitan government.,
303,473,CAAH_EXT_VEHPT,EXTERIOR PROP AREA – VEHICLE PAINTING,Section 16.24.330 (K)(4) – Vehicle Painting: Painting of motor vehicles is prohibited unless conducted inside an approved spray booth.,
304,474,CAAH_EXT_VEHRP,EXTERIOR PROP AREA – VEH – DIS/REPAIR,"Section 16.24.330 (K)(1) – Motor Vehicles (Repair): No vehicle shall be at any time in a state of major disassembly or disrepair, nor shall it be in the process of being stripped or dismantled, nor shall it undergo a major overhaul, including body work, on any private property (residential).",
305,475,CAAH_EXT_WEED,EXTERIOR PROP AREA – HIGH WEEDS,Section 16.24.330 (E) – High Weeds: All premises and exterior property shall be maintained free from weeds in excess of twelve inches.,
306,476,CAAH_EXT_WINDDRF,"EXT OF BLDGS – WIND, SKYLIT DOOR FRAMES","Section 16.24.340 (M) – Window, Skylight and Door Frames: Every window, skylight, door and frame shall be maintained in good condition.",
307,477,CAAH_EXTER_MOCCUP,EXTERMINATION – MULTIPLE OCCUPANCY,"Section 16.24.370 (C) - Extermination required (Multiple Occupancy) The owner of a building or structure containing two or more dwelling units, a multiple occupancy, a rooming house, or a nonresidential building or structure shall be responsible for extermination in the public or shared areas of the building or structure and exterior property. If infestation is caused by failure of an occupant to prevent such infestation in the area occupied by said occupant, the occupant shall be responsible for extermination.",
308,478,CAAH_EXTER_OCCUP,EXTERMINATION – SINGLE OCCUPANT,Section 16.24.370 (B) - Extermination Required (Single Occupant) The occupant of a one-family dwelling or of a single-tenant nonresidential structure shall be responsible for extermination on the premises.,
309,479,CAAH_EXTER_OWNER,EXTERMINATION – OWNER,"Section 16.24.370 (A) - Extermination Required (Owner Responsibility) The owner of any building or structure shall be responsible for extermination within the building or structure, or part thereof, prior to renting or leasing the building or structure, or part thereof.",
310,480,CAAH_EXTER_REQ,EXTERMINATION REQUIRED,"Section 16.24.370 - Extermination Required. Approved extermination processes that are not injurious to human health shall be promptly employed to rid any building or structure in which insects or rodents are found. After extermination, proper precautions shall be taken to prevent re-infestation.",
311,481,CAAH_EXTER_SOCCUP,EXTERMINATION – OCCUPANT,Section 16.24.370 (D) - Extermination Required (Occupant) The occupant of any building or structure shall be responsible for the continued rodent and pest-free condition of the structure.,
312,482,CAAH_EXTERIOR_REPAIR,EXTERIOR REPAIR – GENERAL,"Section 16.24.340 – Exterior Repair: The exterior of a building or structure shall be maintained in good repair, structurally sound, and in a clean and sanitary condition so as not to pose a threat to the public health, safety, or welfare.",
313,483,CAAH_GBAWIN,EXTERIOR OF BLDGS – GUARDS BASEMENT WIND,"Section 16.24.340 (S) – Guards for Basement Windows: Every basement or cellar window, that is openable, shall be supplied with screens of standard-size mesh, or other approved protection against the entry of rodents.",
314,484,CAAH_GRAFFITI,EXTERIOR OF BUILDINGS – GRAFFITI,"Section 16.24.340 (T) – Defacement of Property: No person shall willfully or wantonly damage, mutilate, or deface any exterior surface of any building or structure, located on any private or public property, by placing thereon any marking, carving, or graffiti. It shall be the duty of the owner of the building, structure, and or real property on which the building or structure is located to restore said surface to an approved state of maintenance and repair.",
315,485,CAAH_HEAT_REC,HEATING – HEATING FACILITIES REQUIRED,Section 16.24-470 (A) - Heating Required Heating facilities shall be provided in buildings and structures as required by this section.,
316,486,CAAH_HEAT_RES,HEATING – RESIDENTIAL OCCUPANCIES,"Section 16.24.470 (B) - Heating (Residential) Dwellings shall be provided with heating facilities capable of maintaining a room temperature of sixty-five degrees Fahrenheit in all habitable rooms, bathrooms, and toilet rooms based on a winter outdoor design temperature of fourteen degrees Fahrenheit, in accordance with Appendix D of the 2000 Edition of the Standard Plumbing Code.",
