Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
684,CAST37,BROKEN AND WOOD STAIR TREADS,-Replace all broken and wood stair treads.,,"['BROKEN', 'AND', 'WOOD', 'STAIR', 'TREADS']","['-Replace', 'all', 'broken', 'and', 'wood', 'stair', 'treads', '.']"
686,CAST38,DAMAGED INTERIOR DOOR,-Replace or repair damaged door (to or from) and restore to good operating condition.,,"['DAMAGED', 'INTERIOR', 'DOOR']","['-Replace', 'or', 'repair', 'damaged', 'door', '(', 'to', 'or', 'from', ')', 'and', 'restore', 'to', 'good', 'operating', 'condition', '.']"
688,CAST39,MISSING HARDWARE,-Replace missing hardware and restore to good operating condition.,,"['MISSING', 'HARDWARE']","['-Replace', 'missing', 'hardware', 'and', 'restore', 'to', 'good', 'operating', 'condition', '.']"
690,CAST40,OVERHAUL FRAME,"-Overhaul frame addition replacing all rotted, broken or missing parts with new or sound material.",,"['OVERHAUL', 'FRAME']","['-Overhaul', 'frame', 'addition', 'replacing', 'all', 'rotted', ',', 'broken', 'or', 'missing', 'parts', 'with', 'new', 'or', 'sound', 'material', '.']"
692,CAST42,"RODENTS, INFESTATION AND VERMIN","-Rid premises of rodents, infestation and vermin and Take adequate steps to prevent further infestation.",,"['RODENTS', ',', 'INFESTATION', 'AND', 'VERMIN']","['-Rid', 'premises', 'of', 'rodents', ',', 'infestation', 'and', 'vermin', 'and', 'Take', 'adequate', 'steps', 'to', 'prevent', 'further', 'infestation', '.']"
694,CAST44,REGULATION GARBAGE CONTAINER,-Provide metal regulation garbage container with cover not to exceed thirty (30) gallon capacity.,,"['REGULATION', 'GARBAGE', 'CONTAINER']","['-Provide', 'metal', 'regulation', 'garbage', 'container', 'with', 'cover', 'not', 'to', 'exceed', 'thirty', '(', '30', ')', 'gallon', 'capacity', '.']"
696,CAST45,YARD AREA,-Maintain all yard area in a clean and sanitary condition.,,"['YARD', 'AREA']","['-Maintain', 'all', 'yard', 'area', 'in', 'a', 'clean', 'and', 'sanitary', 'condition', '.']"
698,CAST46,"REPAIR FENCES, SHEDS, GARAGES","-Substantially repair (fences, sheds, garages) (be specific of what you want done like: replace rotted fence post, planks, rusted fence wire or broken wire; replace or repair defective siding.  Repair doors, repair roof where leaking and paint all exterio",,"['REPAIR', 'FENCES', ',', 'SHEDS', ',', 'GARAGES']","['-Substantially', 'repair', '(', 'fences', ',', 'sheds', ',', 'garages', ')', '(', 'be', 'specific', 'of', 'what', 'you', 'want', 'done', 'like', ':', 'replace', 'rotted', 'fence', 'post', ',', 'planks', ',', 'rusted', 'fence', 'wire', 'or', 'broken', 'wire', ';', 'replace', 'or', 'repair', 'defective', 'siding', '.', 'Repair', 'doors', ',', 'repair', 'roof', 'where', 'leaking', 'and', 'paint', 'all', 'exterio']"
700,CAST48,"REMOVE DILAPIDATED FENCES, SHED, GARAGE","-Take down and Remove dilapidated (fences, shed, garage) and do not rebuild without a permit.  NOTE:  a permit is not required for a residential fence.",,"['REMOVE', 'DILAPIDATED', 'FENCES', ',', 'SHED', ',', 'GARAGE']","['-Take', 'down', 'and', 'Remove', 'dilapidated', '(', 'fences', ',', 'shed', ',', 'garage', ')', 'and', 'do', 'not', 'rebuild', 'without', 'a', 'permit', '.', 'NOTE', ':', 'a', 'permit', 'is', 'not', 'required', 'for', 'a', 'residential', 'fence', '.']"
702,CAST49,REMOVE JUNK,"-Remove (used lumber, debris, refrigerator, abandoned furniture, stove, dead tree limbs, or junk or abandoned car or truck) from property within ten (10) days upon receipt of this report. ",,"['REMOVE', 'JUNK']","['-Remove', '(', 'used', 'lumber', ',', 'debris', ',', 'refrigerator', ',', 'abandoned', 'furniture', ',', 'stove', ',', 'dead', 'tree', 'limbs', ',', 'or', 'junk', 'or', 'abandoned', 'car', 'or', 'truck', ')', 'from', 'property', 'within', 'ten', '(', '10', ')', 'days', 'upon', 'receipt', 'of', 'this', 'report', '.']"
704,CAST51,REMOVE COMBUSTIBLE MATERIAL,-Remove all combustible materials -within ten (10) days upon receipt of this report.,,"['REMOVE', 'COMBUSTIBLE', 'MATERIAL']","['-Remove', 'all', 'combustible', 'materials', '-within', 'ten', '(', '10', ')', 'days', 'upon', 'receipt', 'of', 'this', 'report', '.']"
706,CAST52,FAILURE TO REPAIR,"The owner, party in interest, lessee, agent, or person or entity in control of such dwelling or structure that is unfit for",,"['FAILURE', 'TO', 'REPAIR']","['The', 'owner', ',', 'party', 'in', 'interest', ',', 'lessee', ',', 'agent', ',', 'or', 'person', 'or', 'entity', 'in', 'control', 'of', 'such', 'dwelling', 'or', 'structure', 'that', 'is', 'unfit', 'for']"
710,HD1032120,APPROVED GARBAGE & TRASH CONTAINERS,,,"['APPROVED', 'GARBAGE', '&', 'TRASH', 'CONTAINERS']",[]
711,HD1032130,ACCUMUALTION OF GARBAGE & TRASH,,,"['ACCUMUALTION', 'OF', 'GARBAGE', '&', 'TRASH']",[]
712,HD1032140,"ACCUMUALTION OF LUMBER, BOXES, BARRELS",,,"['ACCUMUALTION', 'OF', 'LUMBER', ',', 'BOXES', ',', 'BARRELS']",[]
713,HD1032160,STAGNANT WATER COLLECTION,,,"['STAGNANT', 'WATER', 'COLLECTION']",[]
714,HD10360201,"DIRT, FILTH, RUBBISH & GARBAGE",,,"['DIRT', ',', 'FILTH', ',', 'RUBBISH', '&', 'GARBAGE']",[]
715,HD10360202,VERMIN AND RODENT INFESTATION,,,"['VERMIN', 'AND', 'RODENT', 'INFESTATION']",[]
716,HD10360203,EXCESS VEGETATION,,,"['EXCESS', 'VEGETATION']",[]
717,HD10360204,CLEAN AMINAL AREAS,,,"['CLEAN', 'AMINAL', 'AREAS']",[]
718,HD1572020,SEWAGE ON GROUND,,,"['SEWAGE', 'ON', 'GROUND']",[]
719,HD157240,IMPROPER MAINT SEWAGE DISPOSAL SYSTEM,,,"['IMPROPER', 'MAINT', 'SEWAGE', 'DISPOSAL', 'SYSTEM']",[]
720,HD1624110,FAULTY PLUMBING,,,"['FAULTY', 'PLUMBING']",[]
725,HDVIOL,VEGETATION VIOLATION,,,"['VEGETATION', 'VIOLATION']",[]
883,BBR11,Post laws and regulations,All retail permittees shall conspicuously post laws and regulations governing the sale of beer in a location easily observed by the public. Regulations and laws governing the sale of beer to under-aged persons shall be conspicuously posted near the cash register of all establishments engaging in the retail sale of beer.,,"['Post', 'laws', 'and', 'regulations']","['All', 'retail', 'permittees', 'shall', 'conspicuously', 'post', 'laws', 'and', 'regulations', 'governing', 'the', 'sale', 'of', 'beer', 'in', 'a', 'location', 'easily', 'observed', 'by', 'the', 'public', '.', 'Regulations', 'and', 'laws', 'governing', 'the', 'sale', 'of', 'beer', 'to', 'under-aged', 'persons', 'shall', 'be', 'conspicuously', 'posted', 'near', 'the', 'cash', 'register', 'of', 'all', 'establishments', 'engaging', 'in', 'the', 'retail', 'sale', 'of', 'beer', '.']"
884,BBR1,Temp License Allowed,The Executive Secretary to the Metropolitan Beer Permit Board may issue a temporary license to sell beer to any person who meets the following requirements: A.  ,Said person shall state· under oath that he or she has purchased an ongoing business enterprise which involves the sale of beer; and B.   Said person desires to continue the sale of beer as a part of that business enterprise: and C.   Said person has completed under oath an application for an annual beer permit; and D.  The information included on said form does not conflict with any of the requirements for the issuance of an annual beer permit; or E.  Said person shall state under oath that he or she has become the manager or is otherwise responsible for the sale of beer in an ongoing business enterprise: and F.   Said person in order to pursue the business of his or her employer needs to hold a beer permit in order to operate said business; G.  Said person has completed under oath an application for an annual beer permit; and H.  The information included on said form does not conflict with any of the requirements for the issuance of an annual beer permit.,"['Temp', 'License', 'Allowed']","['The', 'Executive', 'Secretary', 'to', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', 'may', 'issue', 'a', 'temporary', 'license', 'to', 'sell', 'beer', 'to', 'any', 'person', 'who', 'meets', 'the', 'following', 'requirements', ':', 'A', '.']"
885,BBR2,Commercially sealed containers,"An off-sale beer permittee shall sell beer only in commercially sealed containers. In the event that the off-sale beer permittee desires to commercially seal the containers containing beer on said permittee's premises, said permittee shall seal the containers in an area separate from the area which is used by the public. The presence of a non-commercially sealed or unsealed container containing beer within an area of the off-sale beer permittee's premises which are used by the public is strictly prohibited. The presence of a non-commercially sealed or unsealed container containing beer within an area of the off-sale beer permittee's premises which are used by the public creates a presumption that the off-sale beer permittee is selling beer for on-premises consumption.",,"['Commercially', 'sealed', 'containers']","['An', 'off-sale', 'beer', 'permittee', 'shall', 'sell', 'beer', 'only', 'in', 'commercially', 'sealed', 'containers', '.', 'In', 'the', 'event', 'that', 'the', 'off-sale', 'beer', 'permittee', 'desires', 'to', 'commercially', 'seal', 'the', 'containers', 'containing', 'beer', 'on', 'said', 'permittee', ""'s"", 'premises', ',', 'said', 'permittee', 'shall', 'seal', 'the', 'containers', 'in', 'an', 'area', 'separate', 'from', 'the', 'area', 'which', 'is', 'used', 'by', 'the', 'public', '.', 'The', 'presence', 'of', 'a', 'non-commercially', 'sealed', 'or', 'unsealed', 'container', 'containing', 'beer', 'within', 'an', 'area', 'of', 'the', 'off-sale', 'beer', 'permittee', ""'s"", 'premises', 'which', 'are', 'used', 'by', 'the', 'public', 'is', 'strictly', 'prohibited', '.', 'The', 'presence', 'of', 'a', 'non-commercially', 'sealed', 'or', 'unsealed', 'container', 'containing', 'beer', 'within', 'an', 'area', 'of', 'the', 'off-sale', 'beer', 'permittee', ""'s"", 'premises', 'which', 'are', 'used', 'by', 'the', 'public', 'creates', 'a', 'presumption', 'that', 'the', 'off-sale', 'beer', 'permittee', 'is', 'selling', 'beer', 'for', 'on-premises', 'consumption', '.']"
886,BBR3,"Under 18 transport, sell, dispense","No person under 18 years of age shall transport, possess, sell or dispense beer or other beverages with an alcoholic content of eight (8%) percent or less by weight.",,"['Under', '18', 'transport', ',', 'sell', ',', 'dispense']","['No', 'person', 'under', '18', 'years', 'of', 'age', 'shall', 'transport', ',', 'possess', ',', 'sell', 'or', 'dispense', 'beer', 'or', 'other', 'beverages', 'with', 'an', 'alcoholic', 'content', 'of', 'eight', '(', '8', '%', ')', 'percent', 'or', 'less', 'by', 'weight', '.']"
887,BBR6,No drive-through service,Beer shall not be sold through any drive-through or delivery window or by curb service by any retail establishment possessing an on-premises or off-premises beer sale permit.,,"['No', 'drive-through', 'service']","['Beer', 'shall', 'not', 'be', 'sold', 'through', 'any', 'drive-through', 'or', 'delivery', 'window', 'or', 'by', 'curb', 'service', 'by', 'any', 'retail', 'establishment', 'possessing', 'an', 'on-premises', 'or', 'off-premises', 'beer', 'sale', 'permit', '.']"
888,BBR8,Special Event bonafide charity political,"Special Events held on public property can only be issued a special event permit if the event benefits a ""bona fide political organization"" or a ""bona fide charitable or nonprofit organization"" as defined in T.C.A. 57-4-102. All Special Event applicants or caterers must provide written notice from the benefitted entity to the Beer Board confirming its involvement in the Special Event, as well as documentation of the benefitted entity's status as a “Bona fide political organization or “bona fide charitable or nonprofit organization.”",,"['Special', 'Event', 'bonafide', 'charity', 'political']","['Special', 'Events', 'held', 'on', 'public', 'property', 'can', 'only', 'be', 'issued', 'a', 'special', 'event', 'permit', 'if', 'the', 'event', 'benefits', 'a', '``', 'bona', 'fide', 'political', 'organization', ""''"", 'or', 'a', '``', 'bona', 'fide', 'charitable', 'or', 'nonprofit', 'organization', ""''"", 'as', 'defined', 'in', 'T.C.A', '.', '57-4-102', '.', 'All', 'Special', 'Event', 'applicants', 'or', 'caterers', 'must', 'provide', 'written', 'notice', 'from', 'the', 'benefitted', 'entity', 'to', 'the', 'Beer', 'Board', 'confirming', 'its', 'involvement', 'in', 'the', 'Special', 'Event', ',', 'as', 'well', 'as', 'documentation', 'of', 'the', 'benefitted', 'entity', ""'s"", 'status', 'as', 'a', '“', 'Bona', 'fide', 'political', 'organization', 'or', '“', 'bona', 'fide', 'charitable', 'or', 'nonprofit', 'organization', '.', '”']"
889,BBR9,All owners and partners,"All applicants for beer permits must supply the name, address and date of birth of all owners and/or partners holding any interest in the retail establishments or locations where beer will be sold. The Beer Permit Board may consider the criminal history of any person having an interest in the named location when determining eligibility for permits of any kind.",,"['All', 'owners', 'and', 'partners']","['All', 'applicants', 'for', 'beer', 'permits', 'must', 'supply', 'the', 'name', ',', 'address', 'and', 'date', 'of', 'birth', 'of', 'all', 'owners', 'and/or', 'partners', 'holding', 'any', 'interest', 'in', 'the', 'retail', 'establishments', 'or', 'locations', 'where', 'beer', 'will', 'be', 'sold', '.', 'The', 'Beer', 'Permit', 'Board', 'may', 'consider', 'the', 'criminal', 'history', 'of', 'any', 'person', 'having', 'an', 'interest', 'in', 'the', 'named', 'location', 'when', 'determining', 'eligibility', 'for', 'permits', 'of', 'any', 'kind', '.']"
890,BBR10,No delivery,No permittee nor any of his/her agents shall deliver beer from a business establishment to the home or any other location of the consumer where the sale and delivery of beer and/or other goods are made simultaneously at the location of the consumer.,,"['No', 'delivery']","['No', 'permittee', 'nor', 'any', 'of', 'his/her', 'agents', 'shall', 'deliver', 'beer', 'from', 'a', 'business', 'establishment', 'to', 'the', 'home', 'or', 'any', 'other', 'location', 'of', 'the', 'consumer', 'where', 'the', 'sale', 'and', 'delivery', 'of', 'beer', 'and/or', 'other', 'goods', 'are', 'made', 'simultaneously', 'at', 'the', 'location', 'of', 'the', 'consumer', '.']"
891,BBR12,Permittee responsible,"In disciplinary proceedings, it shall be no defense that an employee or agent of a permittee acted contrary to order or that the permittee did not personally participate in the violating act or acts. Permittees are responsible for ensuring knowledge of and compliance with the Beer Permit Laws of The Metropolitan Government of Nashville and Davidson County and the Rules of the Beer Permit Board, among agents or employees.",,"['Permittee', 'responsible']","['In', 'disciplinary', 'proceedings', ',', 'it', 'shall', 'be', 'no', 'defense', 'that', 'an', 'employee', 'or', 'agent', 'of', 'a', 'permittee', 'acted', 'contrary', 'to', 'order', 'or', 'that', 'the', 'permittee', 'did', 'not', 'personally', 'participate', 'in', 'the', 'violating', 'act', 'or', 'acts', '.', 'Permittees', 'are', 'responsible', 'for', 'ensuring', 'knowledge', 'of', 'and', 'compliance', 'with', 'the', 'Beer', 'Permit', 'Laws', 'of', 'The', 'Metropolitan', 'Government', 'of', 'Nashville', 'and', 'Davidson', 'County', 'and', 'the', 'Rules', 'of', 'the', 'Beer', 'Permit', 'Board', ',', 'among', 'agents', 'or', 'employees', '.']"
892,BBR13,Lease or Ownership required,"When applying for an on or off-sale permit, all applicants shall show evidence of lease or ownership of the property where the business will be located.",,"['Lease', 'or', 'Ownership', 'required']","['When', 'applying', 'for', 'an', 'on', 'or', 'off-sale', 'permit', ',', 'all', 'applicants', 'shall', 'show', 'evidence', 'of', 'lease', 'or', 'ownership', 'of', 'the', 'property', 'where', 'the', 'business', 'will', 'be', 'located', '.']"
893,BBR14A,All applicants over 21,All applicants for a permit of any kind relating to the sale of beer must be no less than twenty-one years of age.,,"['All', 'applicants', 'over', '21']","['All', 'applicants', 'for', 'a', 'permit', 'of', 'any', 'kind', 'relating', 'to', 'the', 'sale', 'of', 'beer', 'must', 'be', 'no', 'less', 'than', 'twenty-one', 'years', 'of', 'age', '.']"
894,BBR14B,Ascertaining age,"When ascertaining the age of a person purchasing or attempting to purchase beer, a permittee or licensee must view one or more of the following documents: 1.   Valid drivers license from the State of Tennessee. (If not in possession of a Tennessee Drivers License, purchaser must show other identification) 2.    United States Active Duty Military Identification, 3.    Passport,  ",,"['Ascertaining', 'age']","['When', 'ascertaining', 'the', 'age', 'of', 'a', 'person', 'purchasing', 'or', 'attempting', 'to', 'purchase', 'beer', ',', 'a', 'permittee', 'or', 'licensee', 'must', 'view', 'one', 'or', 'more', 'of', 'the', 'following', 'documents', ':', '1', '.', 'Valid', 'drivers', 'license', 'from', 'the', 'State', 'of', 'Tennessee', '.', '(', 'If', 'not', 'in', 'possession', 'of', 'a', 'Tennessee', 'Drivers', 'License', ',', 'purchaser', 'must', 'show', 'other', 'identification', ')', '2', '.', 'United', 'States', 'Active', 'Duty', 'Military', 'Identification', ',', '3', '.', 'Passport', ',']"
896,BBR15,Special Event Approvals,"When applying for a special event permit, applicant must submit approval for the proposed event in writing from:",,"['Special', 'Event', 'Approvals']","['When', 'applying', 'for', 'a', 'special', 'event', 'permit', ',', 'applicant', 'must', 'submit', 'approval', 'for', 'the', 'proposed', 'event', 'in', 'writing', 'from', ':']"
903,BBR16,Payment Types Accepted,"All application fees for beer permits and beer privilege taxes, must be paid in cash, cashier’s check, certified check, debit card or credit card.  All such payments will be tendered at the time the application or renewal is accepted by the administrative offices of the Metropolitan Beer Permit Board.",,"['Payment', 'Types', 'Accepted']","['All', 'application', 'fees', 'for', 'beer', 'permits', 'and', 'beer', 'privilege', 'taxes', ',', 'must', 'be', 'paid', 'in', 'cash', ',', 'cashier', '’', 's', 'check', ',', 'certified', 'check', ',', 'debit', 'card', 'or', 'credit', 'card', '.', 'All', 'such', 'payments', 'will', 'be', 'tendered', 'at', 'the', 'time', 'the', 'application', 'or', 'renewal', 'is', 'accepted', 'by', 'the', 'administrative', 'offices', 'of', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', '.']"
904,BBR17,Crimes of moral turpitude,The Metropolitan Beer Permit Board recognizes the following crimes to be crimes of moral turpitude:  ,,"['Crimes', 'of', 'moral', 'turpitude']","['The', 'Metropolitan', 'Beer', 'Permit', 'Board', 'recognizes', 'the', 'following', 'crimes', 'to', 'be', 'crimes', 'of', 'moral', 'turpitude', ':']"
906,BBR18,Health Department,"Upon making application for a beer permit from the Metropolitan Beer Permit Board, applicants shall present written verification of compliance with pertinent Metropolitan Davidson County Health Department ordinances and regulations.  The required health approval documentation should be presented to the Metropolitan Beer Permit Board administrative offices before Board consideration of a pending application.  Failure to provide documents verifying health department approval may result in automatic deferral of applications until said document has been provided by the applicant.  It is the responsibility of the applicant to ensure that documents verifying Metropolitan Health Department approval are provided to the Metropolitan Beer Permit Board administrative offices.",,"['Health', 'Department']","['Upon', 'making', 'application', 'for', 'a', 'beer', 'permit', 'from', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', ',', 'applicants', 'shall', 'present', 'written', 'verification', 'of', 'compliance', 'with', 'pertinent', 'Metropolitan', 'Davidson', 'County', 'Health', 'Department', 'ordinances', 'and', 'regulations', '.', 'The', 'required', 'health', 'approval', 'documentation', 'should', 'be', 'presented', 'to', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', 'administrative', 'offices', 'before', 'Board', 'consideration', 'of', 'a', 'pending', 'application', '.', 'Failure', 'to', 'provide', 'documents', 'verifying', 'health', 'department', 'approval', 'may', 'result', 'in', 'automatic', 'deferral', 'of', 'applications', 'until', 'said', 'document', 'has', 'been', 'provided', 'by', 'the', 'applicant', '.', 'It', 'is', 'the', 'responsibility', 'of', 'the', 'applicant', 'to', 'ensure', 'that', 'documents', 'verifying', 'Metropolitan', 'Health', 'Department', 'approval', 'are', 'provided', 'to', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', 'administrative', 'offices', '.']"
907,BBR19,Fire Marshal,"Upon making application for an on-sale beer permit from the Metropolitan Beer Permit Board, applicants shall present written verification of compliance with pertinent Metropolitan Davidson County Fire Marshal’s ordinances and regulations.  The required Fire Marshal’s approval documentation should be presented to the Metropolitan Beer Permit Board administrative offices before Board consideration of a pending application. ",,"['Fire', 'Marshal']","['Upon', 'making', 'application', 'for', 'an', 'on-sale', 'beer', 'permit', 'from', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', ',', 'applicants', 'shall', 'present', 'written', 'verification', 'of', 'compliance', 'with', 'pertinent', 'Metropolitan', 'Davidson', 'County', 'Fire', 'Marshal', '’', 's', 'ordinances', 'and', 'regulations', '.', 'The', 'required', 'Fire', 'Marshal', '’', 's', 'approval', 'documentation', 'should', 'be', 'presented', 'to', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', 'administrative', 'offices', 'before', 'Board', 'consideration', 'of', 'a', 'pending', 'application', '.']"
909,BBR21,Surrender permits,"Permittees shall surrender their permits, in person, at the offices of the Metropolitan Beer Permit Board, during its business hours, immediately following the termination of their association with the business or location for which the permit(s) have been issued, except as provided by sections 5-1-23(f) & 5-1-23.3(i) of the Metropolitan Code of Laws or except in cases of death, illness, absence from the Metropolitan Government area, or similar circumstances.",,"['Surrender', 'permits']","['Permittees', 'shall', 'surrender', 'their', 'permits', ',', 'in', 'person', ',', 'at', 'the', 'offices', 'of', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', ',', 'during', 'its', 'business', 'hours', ',', 'immediately', 'following', 'the', 'termination', 'of', 'their', 'association', 'with', 'the', 'business', 'or', 'location', 'for', 'which', 'the', 'permit', '(', 's', ')', 'have', 'been', 'issued', ',', 'except', 'as', 'provided', 'by', 'sections', '5-1-23', '(', 'f', ')', '&', '5-1-23.3', '(', 'i', ')', 'of', 'the', 'Metropolitan', 'Code', 'of', 'Laws', 'or', 'except', 'in', 'cases', 'of', 'death', ',', 'illness', ',', 'absence', 'from', 'the', 'Metropolitan', 'Government', 'area', ',', 'or', 'similar', 'circumstances', '.']"
910,BBR22,Complaints filed in writing,"All complaints requested to be heard by the Metropolitan Beer Permit Board shall be filed in writing with the Executive Director of the Metropolitan Beer Permit Board.  Such complaints shall consist of the name, address and telephone number of the person or persons making the complaint and the name, address, telephone number, and nature of the complaint of the alleged offending party.",,"['Complaints', 'filed', 'in', 'writing']","['All', 'complaints', 'requested', 'to', 'be', 'heard', 'by', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', 'shall', 'be', 'filed', 'in', 'writing', 'with', 'the', 'Executive', 'Director', 'of', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', '.', 'Such', 'complaints', 'shall', 'consist', 'of', 'the', 'name', ',', 'address', 'and', 'telephone', 'number', 'of', 'the', 'person', 'or', 'persons', 'making', 'the', 'complaint', 'and', 'the', 'name', ',', 'address', ',', 'telephone', 'number', ',', 'and', 'nature', 'of', 'the', 'complaint', 'of', 'the', 'alleged', 'offending', 'party', '.']"
911,BBR24,Old or New Location,"An old location is any location that has had an on-sale or off-sale beer permit within the thirty (30) calendar days prior to the filing of an application for, or for any renewal of, a beer permit. A new location is any location that has not had an on-sale or off-sale beer permit within the thirty (30) calendar days prior to the filing of an application for, or for any renewal of, a beer permit.",,"['Old', 'or', 'New', 'Location']","['An', 'old', 'location', 'is', 'any', 'location', 'that', 'has', 'had', 'an', 'on-sale', 'or', 'off-sale', 'beer', 'permit', 'within', 'the', 'thirty', '(', '30', ')', 'calendar', 'days', 'prior', 'to', 'the', 'filing', 'of', 'an', 'application', 'for', ',', 'or', 'for', 'any', 'renewal', 'of', ',', 'a', 'beer', 'permit', '.', 'A', 'new', 'location', 'is', 'any', 'location', 'that', 'has', 'not', 'had', 'an', 'on-sale', 'or', 'off-sale', 'beer', 'permit', 'within', 'the', 'thirty', '(', '30', ')', 'calendar', 'days', 'prior', 'to', 'the', 'filing', 'of', 'an', 'application', 'for', ',', 'or', 'for', 'any', 'renewal', 'of', ',', 'a', 'beer', 'permit', '.']"
912,BBR26,Applications 10 days prior,Rule 26,,"['Applications', '10', 'days', 'prior']","['Rule', '26']"
915,BBR28,Cannot surrender to avoid penalties,"A permit holder may not avoid a hearing or probation, suspension, or revocation of a permit by surrendering the permit. In the event of surrender of a permit, the Beer Board shall retain its authority to take action on any alleged violation that may have occurred prior to the surrender of a permit.",,"['Can', 'not', 'surrender', 'to', 'avoid', 'penalties']","['A', 'permit', 'holder', 'may', 'not', 'avoid', 'a', 'hearing', 'or', 'probation', ',', 'suspension', ',', 'or', 'revocation', 'of', 'a', 'permit', 'by', 'surrendering', 'the', 'permit', '.', 'In', 'the', 'event', 'of', 'surrender', 'of', 'a', 'permit', ',', 'the', 'Beer', 'Board', 'shall', 'retain', 'its', 'authority', 'to', 'take', 'action', 'on', 'any', 'alleged', 'violation', 'that', 'may', 'have', 'occurred', 'prior', 'to', 'the', 'surrender', 'of', 'a', 'permit', '.']"
916,BBR29,Cannot temporary permits with complaints,Temporary permits shall not be issued by the Executive Director to any applicant or for any location that has a complaint by a beer inspector or law enforcement officer or a citation pending before the beer board. ,,"['Can', 'not', 'temporary', 'permits', 'with', 'complaints']","['Temporary', 'permits', 'shall', 'not', 'be', 'issued', 'by', 'the', 'Executive', 'Director', 'to', 'any', 'applicant', 'or', 'for', 'any', 'location', 'that', 'has', 'a', 'complaint', 'by', 'a', 'beer', 'inspector', 'or', 'law', 'enforcement', 'officer', 'or', 'a', 'citation', 'pending', 'before', 'the', 'beer', 'board', '.']"
918,BBR30,Grandfathered,"1. The grandfather clause of Ordinance 092-246, as amended, is interpreted as follows: A business is grandfathered if, (a)  it had a beer permit in effect on the effective date of the ordinance (May 26, 1992), or; (b)  a business did not have a beer permit in effect on the effective date of the ordinance, but had one prior to the effective date of the ordinance, and the period between the last effective date of the prior permit and the date that a new application is filed does not exceed three hundred sixty-five (365) days. The time period is calculated as follows: the first day counted is the day after the last effective date of the permit, and the last day counted is the day that the application for a new permit is filed. If, however, the prior permit was granted after January 1, 1992, and was not subject to any distance requirement, the business shall not be grandfathered.",,['Grandfathered'],"['1', '.', 'The', 'grandfather', 'clause', 'of', 'Ordinance', '092-246', ',', 'as', 'amended', ',', 'is', 'interpreted', 'as', 'follows', ':', 'A', 'business', 'is', 'grandfathered', 'if', ',', '(', 'a', ')', 'it', 'had', 'a', 'beer', 'permit', 'in', 'effect', 'on', 'the', 'effective', 'date', 'of', 'the', 'ordinance', '(', 'May', '26', ',', '1992', ')', ',', 'or', ';', '(', 'b', ')', 'a', 'business', 'did', 'not', 'have', 'a', 'beer', 'permit', 'in', 'effect', 'on', 'the', 'effective', 'date', 'of', 'the', 'ordinance', ',', 'but', 'had', 'one', 'prior', 'to', 'the', 'effective', 'date', 'of', 'the', 'ordinance', ',', 'and', 'the', 'period', 'between', 'the', 'last', 'effective', 'date', 'of', 'the', 'prior', 'permit', 'and', 'the', 'date', 'that', 'a', 'new', 'application', 'is', 'filed', 'does', 'not', 'exceed', 'three', 'hundred', 'sixty-five', '(', '365', ')', 'days', '.', 'The', 'time', 'period', 'is', 'calculated', 'as', 'follows', ':', 'the', 'first', 'day', 'counted', 'is', 'the', 'day', 'after', 'the', 'last', 'effective', 'date', 'of', 'the', 'permit', ',', 'and', 'the', 'last', 'day', 'counted', 'is', 'the', 'day', 'that', 'the', 'application', 'for', 'a', 'new', 'permit', 'is', 'filed', '.', 'If', ',', 'however', ',', 'the', 'prior', 'permit', 'was', 'granted', 'after', 'January', '1', ',', '1992', ',', 'and', 'was', 'not', 'subject', 'to', 'any', 'distance', 'requirement', ',', 'the', 'business', 'shall', 'not', 'be', 'grandfathered', '.']"
